layer_type,stack,thickness,points,EA,IP,E0,Et_bulk,Nc,Nv,Ncat,Nani,cmax,amax,mue,muh,mucat,muani,epp,g0,krad,taun_SRH,taup_SRH,sn_l,sn_r,sp_l,sp_r,Rs,PhiA,PhiC,OM,xmesh_type,side,N_ionic_species
active,Si,4.00E-04,200,0,-1.12,-0.94,-0.56,1.00E+19,1.00E+19,1.00E+00,1.00E+00,1.21E+22,1.21E+22,1.00E+03,1.00E+03,0.00E+00,0.00E+00,1.20E+01,6.66E+20,1.00E-20,3.94E-04,3.94E-04,1.00E+00,1.00E+07,1.00E+07,1.00E+00,0.00E+00,-0.94,-1.80E-01,0.00E+00,4.00E+00,1.00E+00,1.00E+00
