output_cell1,output_cell2,output_cell3,output_cell4,output_cell5,output_cell6,output_cell7,output_cell8
Voltage,"Current, 0 suns","Current, 1 suns","Current, 2 suns","Current, 3 suns","Current, 4 suns","Current, 5 suns","Current, 6 suns"
0.58,0.000185129115193294,0.0155976645336552,0.0310110522703927,0.0464245772351275,0.0618378134814588,0.0772519400410862,0.0926682272704041
0.6,0.000191512867850669,0.0156543326646674,0.0311180531663024,0.0465812549971383,0.0620451025290751,0.0775094107001728,0.0929751549810046
0.62,0.000197896617769949,0.0157077816622302,0.0312183832556491,0.0467278084871091,0.0622394601117902,0.0777505108409069,0.0932629436970594
0.64,0.000204280367689229,0.0157583014602531,0.0313127443678496,0.0468660728352504,0.0624220018215014,0.0779774478846582,0.0935334321439241
0.66,0.000210664117608509,0.0158060978161512,0.0314015899550425,0.0469970233152021,0.0625939654638482,0.0781906891238833,0.093787219772713
0.68,0.000217047867503342,0.0158513956880874,0.0314855696187163,0.0471208237393645,0.0627558114690064,0.078391961161227,0.0940269715906168
0.7,0.000223431617422622,0.0158944153613248,0.0315652159386802,0.047237491869117,0.0629087861171393,0.0785818186959214,0.0942533360214181
0.72,0.000229815367341902,0.0159354492360145,0.0316411483706861,0.0473480892696112,0.0630541215623349,0.0787613760449265,0.0944676346449663
0.74,0.000236199117261182,0.0159746483635524,0.0317136878242629,0.0474528446484129,0.0631924248758769,0.0789313014984591,0.094671404087867
0.76,0.000242582867180462,0.0160120754788385,0.0317822458820296,0.0475524162455447,0.0633228224418887,0.0790926334122055,0.0948641760551699
0.78,0.000248966611941366,0.0160480122758217,0.0318476011700214,0.0476472424627135,0.0634469237115959,0.0792463877054188,0.0950474808097014
0.8,0.000255350353132969,0.0160825921672419,0.0319100430854412,0.0477376218177062,0.0635654250762991,0.0793933461011005,0.0952219717777939
0.82,0.000261734094349019,0.0161156464718649,0.0319696551980753,0.047824080397037,0.0636783310918757,0.079532712400967,0.0953880946445335
0.84,0.000268117835540622,0.0161474390425122,0.032026780145683,0.0479066967124178,0.063786051666107,0.0796659517219051,0.0955467479488845
0.86,0.000274501576732225,0.0161780849622152,0.0320816756128176,0.0479857809512171,0.0638893109418562,0.0797937285715497,0.0956978558273661
0.88,0.000280885317923828,0.0162075654346588,0.0321342639795955,0.0480616162627005,0.0639885275927139,0.0799161571686111,0.0958422250611454
0.9,0.00028726905911543,0.0162360170216756,0.0321848217770129,0.0481341239136989,0.0640831947240175,0.0800329188447762,0.0959805763829338
0.92,0.000293652800307033,0.0162635304480987,0.0322335506769429,0.0482037647077089,0.0641740950668971,0.0801449464952117,0.0961135199990702
0.94,0.000300036541498636,0.0162901311174177,0.0322804327049074,0.0482707922458501,0.0642615624589966,0.0802526577860463,0.09624100417443
0.96,0.000306420282690239,0.0163158877800832,0.0323255910490418,0.0483354538546585,0.0643456281545641,0.0803558554979798,0.0963633853572618
0.98,0.000312804023881841,0.0163408849982112,0.0323691929663329,0.0483974371214799,0.0644263363560175,0.0804547492543804,0.0964813799423041
1,0.000319187765073444,0.0163651190175295,0.0324112397370255,0.0484572007206402,0.0645040797181919,0.080549786878694,0.0965954595156819
1.02,0.000325571502035668,0.0163886056192651,0.032451797500812,0.0485149278308508,0.0645790878886969,0.0806412396015971,0.0967053774296609
1.04,0.000331955236015325,0.0164114510444607,0.0324910298295255,0.0485708016308375,0.0646511753523721,0.0807296962058596,0.0968107326688775
1.06,0.000338338969970534,0.0164337119027949,0.0325290399174342,0.0486247102099866,0.0647207502527071,0.0808153407620434,0.0969123339004696
1.08,0.000344722703950191,0.01645544480391,0.0325659309587584,0.0486768486827099,0.0647880099997686,0.080898491137599,0.0970104310449313
1.1,0.000351106437929848,0.0164765987717418,0.0326016608158832,0.0487274008453611,0.0648531458269744,0.0809790246788066,0.0971051917876778
1.12,0.000357490171909504,0.0164971466074614,0.0326363863626884,0.0487765029053462,0.0649163489676965,0.08105605092934,0.0971966116083402
1.14,0.000363873905864713,0.0165171972112063,0.0326701987054541,0.0488240728733218,0.0649773268660004,0.0811306437996578,0.0972850354526617
1.16,0.00037025763984437,0.0165367858848272,0.0327031853276444,0.0488701338231506,0.0650364653384241,0.0812029992981971,0.0973706690826296
1.18,0.000376641373824027,0.0165559479301138,0.0327353219117846,0.048914868728774,0.0650939244425977,0.0812733134334723,0.0974536948248755
1.2,0.000383025107803683,0.0165746791061358,0.0327664361269859,0.0489583648672405,0.0651498495168301,0.0813417822139391,0.0975340484528674
1.22,0.000389408841758893,0.0165929822930628,0.0327967341708396,0.049000645929698,0.0652043858993954,0.0814083112866968,0.0976120340685971
1.24,0.000395792575738549,0.0166109127593599,0.0328262611467897,0.0490416972134035,0.0652570642204806,0.0814723956991907,0.0976878205466565
1.26,0.000402176304975434,0.0166284978318231,0.0328550621583663,0.0490816452721878,0.0653082593208786,0.081534676123074,0.0977615767615911
1.28,0.00040856003088749,0.0166457648373094,0.0328831365945445,0.049120554896977,0.0653580853626531,0.0815952734761602,0.0978328600846368
1.3,0.000414943756823993,0.0166626938672905,0.0329105211599815,0.0491584636388146,0.0654066278708968,0.0816543086762527,0.097902117518689
1.32,0.000421327482736049,0.016679271524317,0.0329372681286176,0.0491953303285276,0.0654539723706176,0.0817119026411562,0.0979695197871476
1.34,0.000427711208648105,0.0166955499074858,0.0329634151901402,0.0492312890980147,0.0654998652973401,0.0817679719448146,0.0980351957799424
1.36,0.000434094934584608,0.0167115466402499,0.0329889972724894,0.0492663966036924,0.0655445085884823,0.0818222011509665,0.0980992743870652
1.38,0.000440478660496664,0.0167272793460744,0.033013995333634,0.0493007095020506,0.0655879754101259,0.0818749934418608,0.0981618844984494
1.4,0.00044686238640872,0.016742740051847,0.0330384709531616,0.0493342844495066,0.0656303174301438,0.0819264206440355,0.0982227372887901
1.42,0.000453246112332999,0.0167579231960202,0.0330624555703014,0.0493671781025265,0.0656715863163972,0.0819765545840783,0.0982817679233094
1.44,0.000459629838257279,0.0167728603414427,0.0330859806242707,0.0493992617219888,0.0657120199673974,0.0820254670885409,0.0983393250960479
1.46,0.000466013564169335,0.0167875637543019,0.0331090200105013,0.0494305347108756,0.0657516119470989,0.0820732286552307,0.0983954882554294
1.48,0.000472397290081391,0.0168020457007608,0.0331315457699773,0.0494611399679316,0.0657904179454056,0.0821199085976082,0.0984503368498784
1.5,0.000478781013866533,0.0168163022879574,0.0331536459547492,0.0494911151162975,0.0658285087196631,0.0821655804029787,0.0985039503278695
1.52,0.000485164736135945,0.0168303351100372,0.0331753451564506,0.0495204977791262,0.0658659550271689,0.0822103156000442,0.0985563652726706
1.54,0.000491548458429804,0.0168441686918698,0.0331966679667644,0.0495493255795467,0.0659022010167185,0.0822541857175068,0.0986074422359102
1.56,0.000497932180699216,0.0168578136679338,0.0332176389773249,0.0495776361407002,0.0659376121685812,0.0822972622840818,0.0986573956026738
1.58,0.000504315900866162,0.0168712806727444,0.0332382827797904,0.0496052765210798,0.0659722963921718,0.082339427785433,0.0987062880256751
1.6,0.000510699619566272,0.0168845803407804,0.0332586172101091,0.049632382611499,0.0660062934411603,0.0823804369908614,0.0987541821576284
1.62,0.000517083338290829,0.0168977233065203,0.0332784710523111,0.0496589886926804,0.0660396430692781,0.0824205757205549,0.098801140651249
1.64,0.000523467056990939,0.0169107175922637,0.0332979925666799,0.049685121247009,0.0660723850301836,0.0824598758101993,0.0988472261592891
1.66,0.000529850774370896,0.0169235062981896,0.0333171969803461,0.0497108067568575,0.0661045590775597,0.082498369095529,0.0988922018790536
1.68,0.000536234490846303,0.0169361430084816,0.0333360995204402,0.0497360717046111,0.0661361363580738,0.0825360874122667,0.0989362106556136
1.7,0.000542618207297264,0.0169486351532285,0.0333547154140563,0.0497608987950944,0.0661669651975454,0.0825730581089238,0.098979348091938
1.72,0.000549001923748224,0.0169609901625072,0.0333730598883371,0.0497852234739363,0.0661972309003196,0.0826093067527346,0.0990216540666313
1.74,0.000555385638561217,0.0169732154664185,0.033391148170389,0.0498091376736887,0.0662269603333483,0.0826448700980676,0.0990631684583105
1.76,0.000561769352249635,0.0169853184950269,0.0334089474206044,0.0498326591536321,0.0662561803635467,0.082679779251433,0.0991039311455561
1.78,0.000568153065938053,0.0169973066784215,0.0334264715057454,0.0498558056729982,0.0662849178578301,0.0827140653194026,0.0991439020143763
1.8,0.000574536779602024,0.0170091576505606,0.0334437529295379,0.049878594991019,0.0663131996831021,0.0827477594084995,0.0991830382211301
1.82,0.000580920491823606,0.0170208731461127,0.0334608033623643,0.0499010448669752,0.0663410527062904,0.0827808926252838,0.0992214475828663
1.84,0.000587304202969508,0.0170324744626876,0.0334776344746316,0.0499231162569569,0.0663683778640122,0.0828133920630255,0.099259157844093
1.86,0.000593687914139857,0.0170439666393208,0.0334942579367347,0.0499448272686431,0.0663951948142937,0.0828453097702456,0.099296196749331
1.88,0.000600071625310206,0.0170553547150599,0.0335106854190807,0.04996621163817,0.0664215800734792,0.0828766941180702,0.0993325920430889
1.9,0.000606455334964824,0.0170666437289283,0.033526912451314,0.0499872822590167,0.066447551493565,0.0829075683667079,0.099368366224335
1.92,0.000612839043568209,0.0170778387195836,0.033542895805789,0.0500080520246379,0.0664731269265478,0.0829379557763306,0.0994034554823144
1.94,0.000619222752171594,0.0170887763604862,0.0335586688747068,0.0500285338284707,0.0664983242244359,0.0829678796071353,0.0994379256229065
1.96,0.000625606460774979,0.01709818806966,0.0335742345049156,0.0500487336047931,0.0665231612392386,0.0829973488818137,0.0994717940020458
1.98,0.000631990166823895,0.01710643266881,0.033589595536651,0.050068433215641,0.066547652562324,0.083026207956708,0.0995050779726002
2,0.000637966046112428,0.0171132893108365,0.0336008575464046,0.0500876065453377,0.0665682059997833,0.0830541782537434,0.0995339053535632
1.98,0.000631990068032007,0.0171112283566693,0.0335895717396536,0.050068431668382,0.0665472582364431,0.083026115760988,0.0995052837906443
1.96,0.000625606359196645,0.0170998956569707,0.0335741958663896,0.0500484962875155,0.0665228459574976,0.0829972063722654,0.0994715817458393
1.94,0.000619222651387796,0.0170889062231738,0.0335586110114498,0.0500283264069918,0.0664978652484967,0.0829678151883242,0.0994375913787671
1.92,0.000612838943041107,0.0170778206608542,0.033542830991219,0.0500078552735827,0.0664725883809955,0.082937954126259,0.0994030317527016
1.9,0.000606455230795078,0.0170666465192638,0.0335268566275839,0.0499870850058151,0.0664473115135246,0.0829075971813242,0.0993678229901877
1.88,0.000600071517693394,0.0170553667858621,0.0335106784270572,0.049965958486413,0.0664210458988218,0.082876732020154,0.099331942292448
1.86,0.000593687804579487,0.0170439792630839,0.0334942891244594,0.0499444436671652,0.0663947306118519,0.0828453006191297,0.0992954447000974
1.84,0.00058730409146558,0.0170324832347339,0.0334776376159429,0.0499226044201313,0.0663679590544614,0.0828132290813862,0.0992583302131386
1.82,0.000580920378363896,0.0170208698019923,0.0334607469377709,0.0499004407452875,0.0663405148778463,0.0827806053894432,0.0992205988315868
1.8,0.000574536665249989,0.0170091071798695,0.0334436306704899,0.0498779526426592,0.0663130707012531,0.0827474295433155,0.0991822505554323
1.78,0.000568152952148305,0.0169972256765931,0.0334262888140758,0.0498551401122225,0.0662848376240643,0.0827137015429929,0.0991432853846783
1.76,0.000561769239034398,0.0169852252921266,0.0334087213685413,0.0498320031540028,0.0662560199665509,0.0826794213884775,0.0991034560650273
1.74,0.000555385525932714,0.0169731060264944,0.0333909283338744,0.0498085417679762,0.0662267152143663,0.082644589079784,0.0990626157504756
1.72,0.000549001812818807,0.016960867879709,0.0333729097101002,0.0497847559541683,0.0661969233675119,0.0826092046169026,0.0990210155603811
1.7,0.000542618099704899,0.0169485108517336,0.0333546654971944,0.0497606457125676,0.0661666444259773,0.0825729385996156,0.0989786554947597
1.68,0.000536234386590992,0.0169360349426174,0.033336014856754,0.0497360237182667,0.0661358783897764,0.0825357268558427,0.0989355355536035
1.66,0.000529850673489308,0.0169234401523116,0.0333169893518238,0.0497106919598324,0.0661045773464742,0.0824978162533817,0.0988916557369289
1.64,0.000523466952613391,0.0169106671328818,0.0332976749090343,0.0496849205146538,0.0660723542687224,0.0824592067922239,0.0988470160447278
1.62,0.000517083231285199,0.0168976364976474,0.0332780715284107,0.0496587093827323,0.0660395229525215,0.0824198984723969,0.098801288028711
1.6,0.000510699509944784,0.0168844492947236,0.0332581792099535,0.0496320585640692,0.0660060833979229,0.082379891293892,0.0987541766732007
1.58,0.000504315788628816,0.0168711055241226,0.0332379979536633,0.0496049680586535,0.0659720356048925,0.0823391852567003,0.098706090823964
1.56,0.000497932067300624,0.0168576051858447,0.0332175277595161,0.0495774378664988,0.0659373795734326,0.0822977803608503,0.0986570304809582
1.54,0.000491548345960209,0.0168439482798778,0.033196768627525,0.0495494679876188,0.0659021153035703,0.0822549205535671,0.0986069956442139
1.52,0.000485164624644241,0.0168301348062343,0.0331754867538052,0.0495209171670285,0.0658660057273096,0.0822109236435828,0.0985559863137374
1.5,0.000478780903303825,0.0168161647649022,0.0331536311705591,0.0494912707740485,0.0658287697753183,0.0821659960579809,0.0985040024895231
1.48,0.000472397181975633,0.0168020381559061,0.0331313847836597,0.0494610183199977,0.0657907476786632,0.0821201377967667,0.09845064052044
1.46,0.000466013460635218,0.01678762631186,0.0331087475931201,0.049430159804854,0.0657519394373724,0.0820733488599091,0.0983953808262931
1.44,0.00045962973931925,0.0167728863504361,0.0330857195989412,0.0493986952286441,0.0657123450514132,0.0820256292474378,0.0983388440532815
1.42,0.000453246017991058,0.0167579212915807,0.033062300801124,0.0493666245913699,0.0656719645208137,0.0819769789593588,0.0982810302013781
1.4,0.000446862296100579,0.0167427311352942,0.0330384911996574,0.0493339478930096,0.0656307978455781,0.0819273979956907,0.0982219392706417
1.38,0.000440478566558103,0.0167273158815768,0.0330142907945423,0.0493006651335899,0.0655882071794535,0.0818754476963757,0.0981615712610455
1.36,0.000434094837015627,0.0167116755304411,0.0329894499749734,0.0492667566770396,0.0655442387575187,0.0818221519233789,0.0980999261726121
1.34,0.000427711107473151,0.0166958100818754,0.0329637303585953,0.0492313668675689,0.0654992112296679,0.0817675262541204,0.0980366078766587
1.32,0.000421327377918451,0.0166794882615481,0.0329374365675323,0.0491951330106107,0.0654531245958704,0.0817115706885846,0.0979707986092322
1.3,0.000414943648388198,0.0166628116805337,0.0329105686017861,0.0491580551061689,0.0654059788561569,0.0816542852268183,0.0979031581035575
1.28,0.000408559918833498,0.016645832481544,0.0328831264613708,0.0491201331542721,0.0653577740105461,0.0815956698688071,0.0978336239512225
1.26,0.000402176189291022,0.0166285506645672,0.0328551101462637,0.0490813671548994,0.0653085100590202,0.08153488086057,0.0977621337438157
1.24,0.000395792459736322,0.0166109662296038,0.0328264299840636,0.0490417571080552,0.0652573022830959,0.0814720612209198,0.0976886250729031
1.22,0.00038940873020607,0.0165930791766543,0.0327966943102987,0.0490007472876716,0.0652045476011095,0.0814075551981031,0.0976130355300759
1.2,0.00038302500065137,0.0165748653561519,0.0327662341259085,0.0489582269995494,0.0651502810839173,0.0813413627921342,0.0975353027069025
1.18,0.000376641271108894,0.0165559669358506,0.0327350494308955,0.048914577807581,0.0650944514692075,0.0812734840030279,0.0974553641949902
1.16,0.000370257541566418,0.0165366625882983,0.0327031402252623,0.0488697997117849,0.0650370074946447,0.0812039188307997,0.0973724113942903
1.14,0.000363873808833572,0.0165169523135328,0.032670506509024,0.0488238927121554,0.0649778978978821,0.0811320026118634,0.097286285032598
1.12,0.000357490062410252,0.0164968361115058,0.0326371482821591,0.0487768568086989,0.0649170714165859,0.0810568118656108,0.0971973042513547
1.1,0.000351106315986933,0.0164763139822548,0.0326022429813389,0.0487285769645873,0.0648543006133066,0.0809792865633385,0.0971053618784598
1.08,0.000344722569563613,0.0164553859257564,0.0325663041129365,0.0486776456947006,0.0647888462439294,0.0808994267050466,0.0970103507418395
1.06,0.000338338823152517,0.0164338764413258,0.0325293589237725,0.0486250512541913,0.064721157320848,0.080817232290797,0.0969121636694362
1.04,0.000331955076741421,0.01641149693327,0.0324914074139002,0.0485707936430464,0.0646511416635692,0.080732372372383,0.0968106934891704
1.02,0.000325571330318101,0.0163885188806603,0.0324524495832757,0.0485148728612775,0.0645787070915763,0.0806428399730814,0.0967058330289789
1,0.000319187583894782,0.0163649422835229,0.0324115807418635,0.048457163769057,0.064503761424355,0.0805501540770649,0.0965974751167779
0.98,0.000312803837471462,0.016340767141847,0.0323692221721946,0.0483967033068496,0.0644262124813932,0.0804543146843855,0.0964833566741603
0.96,0.000306420091048143,0.0163158152939492,0.0323255021030961,0.0483341889886027,0.0643459680821931,0.0803553217950839,0.0963644821767433
0.94,0.000300036344624823,0.0162898686953772,0.0322804205345875,0.0482696208143455,0.0642621494569594,0.0802531754092037,0.096240904554995
0.92,0.000293652598213727,0.0162631529885193,0.0322339774666768,0.0482029987840831,0.0641743077099345,0.0801448943965097,0.0961124331949393
0.9,0.000287268851790407,0.0162356681734268,0.0321851953087204,0.048133987148747,0.0640828622572444,0.0800320745236321,0.0959788774826316
0.88,0.000280885105367088,0.0162074142500531,0.0321342609626871,0.0480607831997986,0.0639876523300401,0.0799148866777005,0.0958400468040995
0.86,0.000274501358943768,0.0161780899518701,0.0320814387910932,0.0479847390031753,0.0638885171594651,0.079793330858773,0.0956957505454153
0.84,0.000268117612520448,0.016147384865415,0.0320267287939637,0.0479058545589058,0.0637852959766798,0.0796655702448088,0.0955457980926369
0.82,0.000261733866097129,0.0161155978974618,0.0319694737594019,0.0478241298670319,0.0636778280128743,0.0795312902210529,0.0953893572885989
0.8,0.000255350119673809,0.0160827290480025,0.0319093253755581,0.0477389925052029,0.063565952499184,0.0793914234719989,0.0952226245165697
0.78,0.000248966373262713,0.0160483820553853,0.031846758710984,0.0476479608598263,0.0634472775382849,0.0792459699977907,0.0950475986185898
0.76,0.000242582626839394,0.0160122395207095,0.0317817737656746,0.0475526580411265,0.0633223343611832,0.0790936883337547,0.0948638124768179
0.74,0.000236198880416074,0.0159746397230726,0.0317138256428184,0.0474530840491457,0.0631911119928109,0.0789312670078143,0.0946707989734867
0.72,0.000229815133992754,0.0159355826624567,0.0316415202026941,0.0473479887100078,0.0630532748551444,0.0787609556095455,0.0944680909908442
0.7,0.000223431387581658,0.0158945048061204,0.031565796485359,0.0472367766029041,0.062908487370186,0.07858275413912,0.0942552214111451
0.68,0.000217047641158339,0.0158510650633891,0.0314866544908718,0.0471202184182929,0.0627564139599416,0.0783918387054651,0.0940271461868182
0.66,0.000210663894735019,0.0158056778049883,0.0314017666770576,0.0469983141562574,0.0625937175005725,0.0781895873870925,0.0937850756017724
0.64,0.000204280148323923,0.0157583430309413,0.0313121368852103,0.0468674350229565,0.0624203629133628,0.0779767437426086,0.0935287669903428
0.62,0.000197896401900603,0.0157081078041634,0.0312179147032181,0.0467288332959232,0.0622365654781064,0.0777507747787898,0.0932574257500873
0.6,0.000191512655477284,0.015654366772079,0.0311174602389056,0.0465828134517235,0.0620417155174734,0.0775076199733657,0.0929702572786435
0.58,0.000185128909053964,0.0155976682730208,0.0310098836739134,0.0464247787710069,0.0618352033541818,0.0772503693198691,0.0926664669737464
0.56,0.000178745162630644,0.0155371524528758,0.0308961905377622,0.0462563206407575,0.0616164193110021,0.076979022818797,0.092339730480241
0.54,0.000172361416207325,0.0154726804192183,0.0307756848392827,0.0460778220133229,0.0613801986524434,0.0766825778810367,0.0919855628398127
0.52,0.000165977669784005,0.0154045406143938,0.0306440127811035,0.0458833928032328,0.0611239879561155,0.0763645131410918,0.0916049129880461
0.5,0.000159593923360686,0.0153308332998437,0.0305032352376782,0.0456745906424395,0.060848058067584,0.0760223908413082,0.091195734424142
0.48,0.00015321017694959,0.0152516912564699,0.0303506199165994,0.0454494952125123,0.060550848146217,0.0756499318721287,0.0907544318522015
0.46,0.00014682643052627,0.015166309046611,0.0301854750284579,0.0452043863881731,0.0602281382014722,0.0752506928766495,0.09026877600483
0.44,0.00014044268410295,0.0150729979964268,0.0300076844635057,0.0449414365589034,0.0598730248230221,0.0748113779111294,0.0897407920772934
0.42,0.000134058937679631,0.0149725853689984,0.0298107929356252,0.0446505899415818,0.0594860591843179,0.0743317088859508,0.0891670579988657
0.4,0.000127675191256311,0.0148611709982902,0.0295963820104929,0.0443340943151936,0.0590646358438521,0.0738029467898981,0.0885441516993486
0.38,0.000121291444832991,0.0147403888308428,0.0293586545300224,0.0439803006991844,0.0586052878661313,0.0732233337135788,0.0878533556325064
0.36,0.000114907698421895,0.0146063715282536,0.0290983225078787,0.0435922567529071,0.0580876959551036,0.0725776900393597,0.0870751170714687
0.34,0.000108523947182463,0.0144568861000252,0.0288049560567893,0.0431543150657103,0.0575063149192226,0.0718602973639233,0.0862110623021545
0.32,0.000102140175223964,0.0142887676156999,0.0284805174024858,0.0426709572032842,0.0568581944318575,0.0710530659093618,0.0852424503955314
0.3,9.57564032654657e-05,0.0141011746278473,0.0281084366424587,0.0421160837644068,0.0561244879930768,0.0701361269863117,0.0841472857254968
0.28,8.93726313191908e-05,0.0138866022783648,0.0276846048843837,0.0414847637557661,0.0552877490730496,0.06908669231921,0.0828940245126182
0.26,8.29888593484688e-05,0.0136416286066434,0.0272011624930011,0.0407629470116806,0.0543238614522499,0.0678852305927106,0.0814501772759792
0.24,7.66050874021939e-05,0.0133557767835924,0.0266387687612767,0.039917044811487,0.0532019533160688,0.0664865005926258,0.07977314291996
0.22,7.02213154559191e-05,0.0130224947751566,0.0259740599502523,0.0389244573666952,0.0518827472147039,0.0648404106553661,0.0777929126059102
0.2,6.3837543485197e-05,0.0126254429546564,0.0251858881124732,0.0377478238267031,0.0503140578109626,0.0628799748863027,0.0754471197407381
0.18,5.74537715389222e-05,0.0121508580623846,0.0242427034305323,0.0363376016779141,0.0484303297142746,0.060523198545798,0.0726160504572051
0.16,5.10699995926474e-05,0.0115732502717812,0.0230924856579898,0.0346169659916805,0.0461338776027595,0.0576566543743953,0.0691735757153701
0.14,4.46862276219253e-05,0.0108663771952633,0.0216849123237396,0.0325047652698973,0.04332569822269,0.0541415905780441,0.0649602181966405
0.12,3.83024556756505e-05,0.00999527573509272,0.0199480670466791,0.0298974618495276,0.0398566074965283,0.0498016682988836,0.0597496319786163
0.1,3.19186837293756e-05,0.00892486105856324,0.0178116347713097,0.0266952994340375,0.0355797774289465,0.044455789898237,0.0533330906624444
0.0800000000000001,2.55349117586535e-05,0.00761488662829348,0.0151970710226798,0.0227766576649886,0.0303557372474767,0.0379232284066861,0.0454900021562698
0.0600000000000001,1.91511398123787e-05,0.00604255224424527,0.012060316882183,0.0180815151991172,0.0240813164959934,0.0300908294192665,0.0360790214970152
0.04,1.27673678538802e-05,0.00421380457569114,0.0084084866311266,0.0126020111363048,0.016779486455163,0.0209626512263107,0.0251428333811617
0.02,6.38359589538179e-06,0.0021702771571112,0.00433510100482406,0.00648984197987093,0.00862424204605722,0.0108112266213933,0.0129473054604376
0,-1.76050893032888e-10,4.0859500584188e-06,1.4334638106932e-05,1.10424647561714e-05,1.08145999544911e-05,3.4057966746287e-05,1.02567426281909e-05
-0.02,-6.38394800939149e-06,-0.00216416911320115,-0.00431655646560759,-0.00646581255039111,-0.00861833247090679,-0.0107636363958081,-0.0129046932409359
-0.04,-1.276771996789e-05,-0.00421114157778403,-0.00840438479456586,-0.0125910156457937,-0.0167689419905197,-0.0209399639287603,-0.0251424191587366
-0.0600000000000001,-1.91514919141648e-05,-0.00604003583609503,-0.0120610290881705,-0.018080093802942,-0.0240738023866608,-0.0300801382087741,-0.0360467138667829
-0.0800000000000001,-2.55352638726632e-05,-0.00761071808536664,-0.0151952570562657,-0.0227790674042466,-0.0303427999827346,-0.0379137261804117,-0.0454802829269254
