Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
1.59710643541841e-06	-4.0162875915026	-5.6162875915026	-4.60376870775113	-4.59949783200246
1.65240837987695e-06	-4.02302961662557	-5.62302961662557	-4.60373039268404	-4.59945922518089
1.70921471868553e-06	-4.02990297232208	-5.62990297232209	-4.60368969889162	-4.5994183013535
1.76755226855625e-06	-4.03690667250574	-5.63690667250574	-4.60364656497732	-4.59937498704257
1.82744781865966e-06	-4.04403951178693	-5.64403951178693	-4.60360093190572	-4.59932921325662
1.88892811019611e-06	-4.05130005643508	-5.65130005643508	-4.60355274419067	-4.59928091636121
1.95201981546869e-06	-4.05868663530242	-5.65868663530242	-4.60350195109464	-4.59923003899549
2.01674951646997e-06	-4.06619733072656	-5.66619733072656	-4.60344850783575	-4.5991765310301
2.08314368299602e-06	-4.07382996942964	-5.67382996942964	-4.60339237679879	-4.5991203505613
2.15122865030218e-06	-4.08158211343298	-5.68158211343298	-4.60333352874587	-4.59906146493458
2.22103059631603e-06	-4.08945105100684	-5.68945105100685	-4.60327194402149	-4.59899985179022
2.2925755184243e-06	-4.09743378767593	-5.69743378767593	-4.60320761374587	-4.59893550012182
2.36588920985104e-06	-4.10552703730204	-5.70552703730204	-4.60314054098889	-4.59886841133745
2.44099723564608e-06	-4.11372721326604	-5.71372721326604	-4.60307074191594	-4.59879860031204
2.51792490830311e-06	-4.12203041977241	-5.72203041977241	-4.60299824689541	-4.598726096418
2.59669726302834e-06	-4.13043244329999	-5.73043244329999	-4.60292310155579	-4.59865094451985
2.67733903268147e-06	-4.13892874422391	-5.73892874422391	-4.60284536777947	-4.59857320591748
2.75987462241158e-06	-4.14751444863387	-5.74751444863387	-4.60276512461813	-4.59849295922122
2.84432808401184e-06	-4.15618434037537	-5.75618434037537	-4.60268246911394	-4.59841030114094
2.93072309001773e-06	-4.16493285334077	-5.76493285334077	-4.60259751700897	-4.59832534717037
3.01908290757432e-06	-4.1737540640384	-5.7737540640384	-4.60251040332464	-4.59823823214695
3.10943037209947e-06	-4.18264168446866	-5.78264168446866	-4.60242128279171	-4.59814911066687
3.20178786077025e-06	-4.19158905533762	-5.79158905533762	-4.60233033011119	-4.59805815733474
3.29617726586114e-06	-4.2005891396398	-5.8005891396398	-4.6022377400259	-4.59796556682694
3.39261996796315e-06	-4.20963451664426	-5.80963451664426	-4.60214372718251	-4.59787155374807
3.49113680911412e-06	-4.21871737632072	-5.81871737632072	-4.60204852576446	-4.59777635226065
3.59174806587093e-06	-4.22782951424664	-5.82782951424664	-4.60195238887665	-4.59768021546876
