Position  (cm)	V (V)	n (cm-3)	p (cm-3)
1.02465947193242e-05	0.000179888339619968	1.16559085707635e-14	2.99977073162632e+16
1.04949253605981e-05	0.000215545928752494	1.15244792278145e-14	2.99563600656423e+16
1.07427761235138e-05	0.000258168891875536	1.13958635237493e-14	2.99070107863599e+16
1.09899088070667e-05	0.000309040772390914	1.12706952404539e-14	2.98482172331198e+16
1.12360872866627e-05	0.000369654517716316	1.11496849775692e-14	2.97783157025327e+16
1.14810781906585e-05	0.000441738680468268	1.10336294820112e-14	2.96953992079989e+16
1.17246515636685e-05	0.000527284712154565	1.09234218559822e-14	2.9597297384902e+16
1.1966581513499e-05	0.00062857474143655	1.08200627062913e-14	2.94815597004015e+16
1.22066468386778e-05	0.00074820902075781	1.07246723179807e-14	2.93454439525615e+16
1.24446316336795e-05	0.000889131992160361	1.06385039647155e-14	2.91859124747989e+16
1.26803258690934e-05	0.00105465567219843	1.05629585088193e-14	2.89996388804617e+16
1.29135259441484e-05	0.00124847879798689	1.04996004964603e-14	2.87830285390184e+16
1.31440352091892e-05	0.0014746999275409	1.04501760189505e-14	2.8532256201418e+16
1.33716644558964e-05	0.0017378224692525	1.04166326890895e-14	2.82433242001712e+16
1.35962323732521e-05	0.00204274945466278	1.04011421702851e-14	2.79121443367288e+16
1.38175659674721e-05	0.00239476579784421	1.04061257926168e-14	2.75346458247289e+16
1.40355009443558e-05	0.00279950583959901	1.04342838892807e-14	2.71069103809164e+16
1.42498820527447e-05	0.00326290419122307	1.04886295818998e-14	2.66253336763723e+16
1.44605633880179e-05	0.00379112830403163	1.0572527825367e-14	2.60868098700696e+16
1.46674086548047e-05	0.00439049182038977	1.0689740581616e-14	2.54889329312439e+16
1.4870291388339e-05	0.00506734861715663	1.08444790147507e-14	2.48302051274079e+16
1.50690951341281e-05	0.00582796851870152	1.10414635739126e-14	2.41102397623203e+16
1.52637135858553e-05	0.00667839689008105	1.1285992740446e-14	2.33299424765466e+16
