Voltage	Current, 0 suns
0	2.2072e-11
0.012	3.9504e-11
0.024	5.6935e-11
0.036	7.4367e-11
0.048	9.1798e-11
0.06	1.0923e-10
0.072	1.2666e-10
0.084	1.4409e-10
0.096	1.6152e-10
0.108	1.7896e-10
0.12	1.9639e-10
0.132	2.1382e-10
0.144	2.3125e-10
0.156	2.4868e-10
0.168	2.6611e-10
0.18	2.8354e-10
0.192	3.0098e-10
0.204	3.1841e-10
0.216	3.3584e-10
0.228	3.5327e-10
0.24	3.707e-10
0.252	3.8813e-10
0.264	4.0556e-10
0.276	4.23e-10
0.288	4.4043e-10
0.3	4.5786e-10
0.312	4.7529e-10
0.324	4.9272e-10
0.336	5.1015e-10
0.348	5.2758e-10
0.36	5.4502e-10
0.372	5.6245e-10
0.384	5.7988e-10
0.396	5.9731e-10
0.408	6.1474e-10
0.42	6.3217e-10
0.432	6.4961e-10
0.444	6.6704e-10
0.456	6.8447e-10
0.468	7.019e-10
0.48	7.1933e-10
0.492	7.3676e-10
0.504	7.5419e-10
0.516	7.7163e-10
0.528	7.8906e-10
0.54	8.0649e-10
0.552	8.2392e-10
0.564	8.4135e-10
0.576	8.5878e-10
0.588	8.7621e-10
0.6	8.9365e-10
0.612	9.1108e-10
0.624	9.2851e-10
0.636	9.4594e-10
0.648	9.6337e-10
0.66	9.808e-10
0.672	9.9823e-10
0.684	1.0157e-09
0.696	1.0331e-09
0.708	1.0505e-09
0.72	1.0679e-09
0.732	1.0852e-09
0.744	1.1026e-09
0.756	1.1199e-09
0.768	1.1373e-09
0.78	1.1546e-09
0.792	1.172e-09
0.804	1.1893e-09
0.816	1.2067e-09
0.828	1.2241e-09
0.84	1.2414e-09
0.852	1.2588e-09
0.864	1.2761e-09
0.876	1.2935e-09
0.888	1.3108e-09
0.9	1.3282e-09
0.912	1.3455e-09
0.924	1.3629e-09
0.936	1.3802e-09
0.948	1.3976e-09
0.96	1.415e-09
0.972	1.4323e-09
0.984	1.4497e-09
0.996	1.467e-09
1.008	1.4844e-09
1.02	1.5017e-09
1.032	1.5191e-09
1.044	1.5364e-09
1.056	1.5538e-09
1.068	1.5711e-09
1.08	1.5885e-09
1.092	1.6059e-09
1.104	1.6232e-09
1.116	1.6406e-09
1.128	1.6579e-09
1.14	1.6753e-09
1.152	1.6926e-09
1.164	1.71e-09
1.176	1.7273e-09
1.188	1.7447e-09
1.2	1.742e-09
1.188	1.7056e-09
1.176	1.6862e-09
1.164	1.6688e-09
1.152	1.6513e-09
