Voltage	Current, 0 suns
1.14	1.6339e-09
1.128	1.6165e-09
1.116	1.5991e-09
1.104	1.5816e-09
1.092	1.5642e-09
1.08	1.5468e-09
1.068	1.5293e-09
1.056	1.5119e-09
1.044	1.4945e-09
1.032	1.477e-09
1.02	1.4596e-09
1.008	1.4422e-09
0.996	1.4247e-09
0.984	1.4073e-09
0.972	1.3899e-09
0.96	1.3724e-09
0.948	1.355e-09
0.936	1.3376e-09
0.924	1.3202e-09
0.912	1.3027e-09
0.9	1.2853e-09
0.888	1.2679e-09
0.876	1.2504e-09
0.864	1.233e-09
0.852	1.2156e-09
0.84	1.1981e-09
0.828	1.1807e-09
0.816	1.1633e-09
0.804	1.1458e-09
0.792	1.1284e-09
0.78	1.111e-09
0.768	1.0935e-09
0.756	1.0761e-09
0.744	1.0587e-09
0.732	1.0412e-09
0.72	1.0238e-09
0.708	1.0064e-09
0.696	9.8895e-10
0.684	9.7152e-10
0.672	9.5409e-10
0.66	9.3666e-10
0.648	9.1923e-10
0.636	9.018e-10
0.624	8.8436e-10
0.612	8.6693e-10
0.6	8.495e-10
0.588	8.3207e-10
0.576	8.1464e-10
0.564	7.9721e-10
0.552	7.7978e-10
0.54	7.6234e-10
0.528	7.4491e-10
0.516	7.2748e-10
0.504	7.1005e-10
0.492	6.9262e-10
0.48	6.7519e-10
0.468	6.5775e-10
0.456	6.4032e-10
0.444	6.2289e-10
0.432	6.0546e-10
0.42	5.8803e-10
0.408	5.706e-10
0.396	5.5317e-10
0.384	5.3573e-10
0.372	5.183e-10
0.36	5.0087e-10
0.348	4.8344e-10
0.336	4.6601e-10
0.324	4.4858e-10
0.312	4.3115e-10
0.3	4.1371e-10
0.288	3.9628e-10
0.276	3.7885e-10
0.264	3.6142e-10
0.252	3.4399e-10
0.24	3.2656e-10
0.228	3.0913e-10
0.216	2.9169e-10
0.204	2.7426e-10
0.192	2.5683e-10
0.18	2.394e-10
0.168	2.2197e-10
0.156	2.0454e-10
0.144	1.8711e-10
0.132	1.6967e-10
0.12	1.5224e-10
0.108	1.3481e-10
0.096	1.1738e-10
0.084	9.9948e-11
0.072	8.2517e-11
0.06	6.5085e-11
0.048	4.7654e-11
0.036	3.0222e-11
0.024	1.2791e-11
0.012	-4.6409e-12
0	-2.2072e-11
-0.012	-3.9504e-11
-0.024	-5.6935e-11
-0.036	-7.4367e-11
-0.048	-9.1798e-11
-0.06	-1.0923e-10
-0.072	-1.2666e-10
-0.084	-1.4409e-10
-0.096	-1.6152e-10
-0.108	-1.7896e-10
-0.12	-1.9639e-10
-0.132	-2.1382e-10
-0.144	-2.3125e-10
-0.156	-2.4868e-10
-0.168	-2.6611e-10
-0.18	-2.8354e-10
-0.192	-3.0098e-10
-0.204	-3.1841e-10
-0.216	-3.3584e-10
-0.228	-3.5327e-10
-0.24	-3.707e-10
-0.252	-3.8813e-10
-0.264	-4.0556e-10
-0.276	-4.23e-10
-0.288	-4.4043e-10
-0.3	-4.5786e-10
-0.312	-4.7529e-10
-0.324	-4.9272e-10
-0.336	-5.1015e-10
-0.348	-5.2759e-10
-0.36	-5.4502e-10
-0.372	-5.6245e-10
-0.384	-5.7988e-10
-0.396	-5.9731e-10
-0.408	-6.1474e-10
-0.42	-6.3217e-10
-0.432	-6.4961e-10
-0.444	-6.6704e-10
-0.456	-6.8447e-10
-0.468	-7.019e-10
-0.48	-7.1933e-10
-0.492	-7.3676e-10
-0.504	-7.5419e-10
-0.516	-7.7163e-10
-0.528	-7.8906e-10
-0.54	-8.0649e-10
-0.552	-8.2392e-10
-0.564	-8.4135e-10
-0.576	-8.5878e-10
-0.588	-8.7622e-10
-0.6	-8.9365e-10
-0.612	-9.1108e-10
-0.624	-9.2851e-10
-0.636	-9.4594e-10
-0.648	-9.6337e-10
-0.66	-9.808e-10
-0.672	-9.9824e-10
-0.684	-1.0157e-09
-0.696	-1.0331e-09
-0.708	-1.0505e-09
-0.72	-1.068e-09
-0.732	-1.0854e-09
-0.744	-1.1028e-09
-0.756	-1.1203e-09
-0.768	-1.1377e-09
-0.78	-1.1551e-09
-0.792	-1.1726e-09
-0.804	-1.19e-09
-0.816	-1.2074e-09
-0.828	-1.2248e-09
-0.84	-1.2423e-09
-0.852	-1.2597e-09
-0.864	-1.2771e-09
-0.876	-1.2946e-09
-0.888	-1.312e-09
-0.9	-1.3294e-09
-0.912	-1.3469e-09
-0.924	-1.3643e-09
-0.936	-1.3817e-09
-0.948	-1.3992e-09
-0.96	-1.4166e-09
-0.972	-1.434e-09
-0.984	-1.4515e-09
-0.996	-1.4689e-09
-1.008	-1.4863e-09
-1.02	-1.5037e-09
-1.032	-1.5212e-09
-1.044	-1.5386e-09
-1.056	-1.556e-09
-1.068	-1.5735e-09
-1.08	-1.5909e-09
-1.092	-1.6083e-09
-1.104	-1.6258e-09
-1.116	-1.6432e-09
-1.128	-1.6606e-09
-1.14	-1.6781e-09
-1.152	-1.6955e-09
-1.164	-1.7129e-09
-1.176	-1.7304e-09
-1.188	-1.746e-09
-1.2	-1.7404e-09
-1.188	-1.7054e-09
-1.176	-1.6862e-09
-1.164	-1.6688e-09
-1.152	-1.6513e-09
-1.14	-1.6339e-09
-1.128	-1.6165e-09
-1.116	-1.5991e-09
-1.104	-1.5816e-09
-1.092	-1.5642e-09
-1.08	-1.5468e-09
-1.068	-1.5293e-09
-1.056	-1.5119e-09
-1.044	-1.4945e-09
-1.032	-1.477e-09
-1.02	-1.4596e-09
-1.008	-1.4422e-09
-0.996	-1.4247e-09
-0.984	-1.4073e-09
-0.972	-1.3899e-09
-0.96	-1.3724e-09
-0.948	-1.355e-09
-0.936	-1.3376e-09
-0.924	-1.3202e-09
-0.912	-1.3027e-09
-0.9	-1.2853e-09
-0.888	-1.2679e-09
-0.876	-1.2504e-09
-0.864	-1.233e-09
-0.852	-1.2156e-09
-0.84	-1.1981e-09
-0.828	-1.1807e-09
-0.816	-1.1633e-09
-0.804	-1.1458e-09
-0.792	-1.1284e-09
-0.78	-1.111e-09
-0.768	-1.0935e-09
-0.756	-1.0761e-09
-0.744	-1.0587e-09
-0.732	-1.0412e-09
-0.72	-1.0238e-09
-0.708	-1.0064e-09
-0.696	-9.8895e-10
-0.684	-9.7152e-10
-0.672	-9.5409e-10
-0.66	-9.3666e-10
-0.648	-9.1923e-10
-0.636	-9.018e-10
-0.624	-8.8436e-10
-0.612	-8.6693e-10
-0.6	-8.495e-10
-0.588	-8.3207e-10
-0.576	-8.1464e-10
-0.564	-7.9721e-10
-0.552	-7.7978e-10
-0.54	-7.6234e-10
-0.528	-7.4491e-10
-0.516	-7.2748e-10
-0.504	-7.1005e-10
-0.492	-6.9262e-10
-0.48	-6.7519e-10
-0.468	-6.5775e-10
-0.456	-6.4032e-10
-0.444	-6.2289e-10
-0.432	-6.0546e-10
-0.42	-5.8803e-10
-0.408	-5.706e-10
-0.396	-5.5317e-10
-0.384	-5.3573e-10
-0.372	-5.183e-10
-0.36	-5.0087e-10
-0.348	-4.8344e-10
-0.336	-4.6601e-10
-0.324	-4.4858e-10
-0.312	-4.3115e-10
-0.3	-4.1371e-10
-0.288	-3.9628e-10
-0.276	-3.7885e-10
-0.264	-3.6142e-10
-0.252	-3.4399e-10
-0.24	-3.2656e-10
-0.228	-3.0913e-10
-0.216	-2.9169e-10
-0.204	-2.7426e-10
-0.192	-2.5683e-10
-0.18	-2.394e-10
-0.168	-2.2197e-10
-0.156	-2.0454e-10
-0.144	-1.8711e-10
-0.132	-1.6967e-10
-0.12	-1.5224e-10
-0.108	-1.3481e-10
-0.096	-1.1738e-10
-0.084	-9.9948e-11
-0.072	-8.2517e-11
-0.06	-6.5085e-11
-0.048	-4.7654e-11
-0.036	-3.0222e-11
-0.024	-1.2791e-11
-0.012	4.6408e-12
0	2.2072e-11
