Position  (cm)	V (V)	n (cm-3)	p (cm-3)
0	0	363569.099107629	363569.099107618
2.12151739152832e-09	1.03910578499694e-30	363569.099107629	363569.099107618
4.34707627935975e-09	-3.32215768401145e-30	363569.099107629	363569.099107618
6.68121450657862e-09	-3.33662021418758e-30	363569.099107629	363569.099107618
9.12863752259283e-09	-1.86467333509357e-30	363569.099107628	363569.099107618
1.16942230432444e-08	2.07649816942813e-30	363569.099107628	363569.099107619
1.43830257664662e-08	4.70654396374322e-31	363569.099107628	363569.09910762
1.72002821403399e-08	-1.17841183376148e-30	363569.099107627	363569.099107623
2.01514151801996e-08	-1.98347011074134e-30	363569.099107627	363569.099107627
2.32420393311509e-08	-1.93724177354497e-30	363569.099107627	363569.099107632
2.64779653721458e-08	-2.06432004795361e-30	363569.099107626	363569.09910764
2.9865205357556e-08	-2.02093245742521e-30	363569.099107626	363569.09910765
3.34099775918348e-08	-2.34471438299763e-30	363569.099107625	363569.099107663
3.71187116327228e-08	-2.40675941986228e-30	363569.099107625	363569.099107681
4.09980533181195e-08	-2.13119796527246e-30	363569.099107625	363569.099107704
4.50548698114988e-08	-1.476002616723e-30	363569.099107624	363569.099107732
4.92962546604839e-08	-9.70879340558834e-31	363569.099107624	363569.099107769
5.37295328629467e-08	-1.76506062725122e-30	363569.099107623	363569.099107814
5.83622659346949e-08	-1.80460839495299e-30	363569.099107623	363569.099107869
6.32022569725685e-08	-9.92726608365477e-31	363569.099107622	363569.099107938
6.82575557064784e-08	-9.76169629374823e-31	363569.099107621	363569.099108021
7.35364635336391e-08	-1.14968388030196e-30	363569.099107621	363569.099108122
7.90475385279966e-08	-1.4408122655204e-30	363569.09910762	363569.099108244
8.47996004175491e-08	-1.48041420000186e-30	363569.099107619	363569.09910839
9.08017355220112e-08	-1.21214419581087e-30	363569.099107619	363569.099108565
9.70633016429694e-08	-5.60951170427087e-31	363569.099107618	363569.099108774
1.03593932898425e-07	-3.65673911128374e-31	363569.099107617	363569.099109022
1.10403544493356e-07	-8.97952799508396e-31	363569.099107616	363569.099109314
1.17502337417614e-07	-6.62796753298715e-31	363569.099107616	363569.099109659
1.24900803062315e-07	9.22072062796308e-31	363569.099107615	363569.099110065
1.32609727745455e-07	1.794184299129e-30	363569.099107614	363569.09911054
1.40640197137427e-07	-6.84969021783473e-31	363569.099107613	363569.099111096
1.49003600576674e-07	-1.14149867803831e-30	363569.099107612	363569.099111743
1.5771163526564e-07	-1.22178588259496e-30	363569.099107611	363569.099112497
1.66776310336782e-07	-2.93616445965341e-30	363569.09910761	363569.099113371
1.76209950778339e-07	2.52284785652575e-31	363569.099107609	363569.099114384
1.86025201209182e-07	-2.06483764162617e-31	363569.099107608	363569.099115554
1.96235029491986e-07	1.37831583882503e-30	363569.099107607	363569.099116904
2.06852730173672e-07	1.59669222039424e-30	363569.099107605	363569.099118458
2.17891927741934e-07	-4.81927857396449e-31	363569.099107604	363569.099120243
2.29366579686445e-07	-1.35486764175212e-30	363569.099107603	363569.099122291
2.41290979353221e-07	-3.55968427914878e-30	363569.099107601	363569.099124635
2.53679758580406e-07	-2.32755856016489e-30	363569.0991076	363569.099127315
2.66547890103673e-07	-3.22896599651103e-30	363569.099107598	363569.099130374
2.79910689719234e-07	-2.75097425843842e-30	363569.099107597	363569.099133859
2.93783818192436e-07	-2.98011177357189e-30	363569.099107595	363569.099137823
3.08183282899734e-07	-2.33762154412431e-30	363569.099107594	363569.099142328
3.2312543919183e-07	-3.17490755038451e-30	363569.099107592	363569.099147436
3.38626991465696e-07	1.65304974539187e-30	363569.09910759	363569.099153225
3.54704993933107e-07	3.83491170526386e-30	363569.099107588	363569.099159773
3.71376851073405e-07	3.08614625407256e-30	363569.099107587	363569.099167169
3.88660317758096e-07	1.41790573624434e-30	363569.099107585	363569.099175515
4.06573499035004e-07	-2.54314234331474e-30	363569.099107583	363569.099184917
4.251348495597e-07	4.59283736075316e-30	363569.09910758	363569.099195496
4.44363172662013e-07	-2.49369409199259e-30	363569.099107578	363569.099207388
4.64277619035532e-07	-2.67591113885593e-30	363569.099107576	363569.099220739
4.8489768503811e-07	-4.84116195295759e-30	363569.099107574	363569.099235704
5.06243210591526e-07	-4.03612323620372e-30	363569.099107571	363569.099252463
5.28334376668665e-07	-1.88004466346221e-30	363569.099107569	363569.099271208
5.51191702356702e-07	-3.96818605741546e-30	363569.099107566	363569.09929215
5.74836041485085e-07	-2.41376799930052e-30	363569.099107564	363569.099315518
5.99288578807283e-07	-3.7276855556101e-30	363569.099107561	363569.099341567
6.2457082572558e-07	-5.95771983821609e-30	363569.099107558	363569.09937057
6.50704615548521e-07	-4.89455836066572e-30	363569.099107555	363569.099402828
6.7771209827089e-07	-5.18209970136274e-30	363569.099107552	363569.099438667
7.05615734866513e-07	-5.33944817781917e-30	363569.099107549	363569.099478432
7.34438291084568e-07	-6.97610344455945e-30	363569.099107546	363569.099522531
7.64202830740457e-07	-5.91804568136171e-30	363569.099107543	363569.09957137
7.94932708492795e-07	-5.71153784307479e-30	363569.09910754	363569.0996254
8.2665156209855e-07	-6.5546136762303e-30	363569.099107536	363569.099685125
8.59383304138806e-07	-7.32228935206305e-30	363569.099107533	363569.099751073
8.93152113208286e-07	-7.49273415214132e-30	363569.099107529	363569.09982381
9.27982424562175e-07	-6.61556935897016e-30	363569.099107525	363569.099903977
9.63898920214557e-07	-6.81499940471145e-30	363569.099107521	363569.09999225
1.00092651848324e-06	-6.76954745802391e-30	363569.099107517	363569.10008933
1.03909036297655e-06	-6.74812148739261e-30	363569.099107513	363569.10019601
1.07841581101817e-06	-6.7087843682785e-30	363569.099107509	363569.100313128
1.11892842150705e-06	-6.39254667141011e-30	363569.099107505	363569.100441588
1.16065394220993e-06	-4.264297786365e-30	363569.099107501	363569.100582358
1.20361829648488e-06	-5.65549328169312e-30	363569.099107496	363569.100736458
1.24784756943508e-06	-6.95838488907108e-30	363569.099107492	363569.10090504
1.29336799349282e-06	-7.83574227523669e-30	363569.099107487	363569.101089304
1.34020593343452e-06	-9.56445699331867e-30	363569.099107482	363569.101290476
1.38838787082855e-06	-9.78372411748716e-30	363569.099107477	363569.101509911
1.43794038791832e-06	-6.88019213332896e-30	363569.099107472	363569.101749119
1.48889015094427e-06	-5.79300467972237e-30	363569.099107467	363569.10200958
1.54126389290908e-06	-5.06846983464389e-30	363569.099107462	363569.102292973
1.59508839579139e-06	-4.93394362802844e-30	363569.099107457	363569.102601082
1.65039047221459e-06	-5.0153141681788e-30	363569.099107452	363569.102935725
