Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
2.88996153950119e-06	-3	-6	-4.50211007754403	-4.49788992245597
2.98576230997451e-06	-3	-6	-4.50218299706556	-4.49781700293444
3.08364441677348e-06	-3	-6	-4.50225771385474	-4.49774228614526
3.18361009777782e-06	-3	-6	-4.50233424465203	-4.49766575534797
3.28565982853445e-06	-3	-6	-4.50241260533203	-4.49758739466797
3.38979228451482e-06	-3	-6	-4.50249281086597	-4.49750718913403
3.4960043057117e-06	-3	-6	-4.50257487528444	-4.49742512471556
3.60429086370062e-06	-3	-6	-4.50265881164016	-4.49734118835984
3.71464503128714e-06	-3	-6	-4.502744631971	-4.497255368029
3.82705795485697e-06	-3	-6	-4.50283234726326	-4.49716765273674
3.94151882954094e-06	-3	-6	-4.50292196741519	-4.49707803258481
4.05801487730198e-06	-3	-6	-4.50301350120088	-4.49698649879912
4.1765313280453e-06	-3	-6	-4.50310695623456	-4.49689304376544
4.29705140384734e-06	-3	-6	-4.50320233893531	-4.49679766106469
4.41955630639218e-06	-3	-6	-4.50329965449234	-4.49670034550766
4.54402520769783e-06	-3	-6	-4.50339890683074	-4.49660109316926
4.67043524420705e-06	-3	-6	-4.50350009857795	-4.49649990142205
4.79876151431052e-06	-3	-6	-4.50360323103078	-4.49639676896922
4.92897707936172e-06	-3	-6	-4.50370830412328	-4.49629169587672
5.06105296823508e-06	-3	-6	-4.50381531639535	-4.49618468360465
5.19495818547057e-06	-3	-6	-4.50392426496219	-4.49607573503781
5.33065972303897e-06	-3	-6	-4.50403514548475	-4.49596485451525
5.46812257575335e-06	-3	-6	-4.50414795214106	-4.49585204785894
5.60730976034315e-06	-3	-6	-4.50426267759871	-4.49573732240129
5.74818233819792e-06	-3	-6	-4.50437931298842	-4.49562068701158
5.89069944177833e-06	-3	-6	-4.50449784787878	-4.49550215212122
6.03481830468259e-06	-3	-6	-4.5046182702523	-4.4953817297477
6.1804942953468e-06	-3	-6	-4.50474056648279	-4.49525943351721
6.32768095434795e-06	-3	-6	-4.50486472131415	-4.49513527868585
6.47633003526869e-06	-3	-6	-4.50499071784065	-4.49500928215935
6.62639154907349e-06	-3	-6	-4.50511853748878	-4.49488146251122
6.77781381193565e-06	-3	-6	-4.50524816000078	-4.49475183999922
6.93054349644592e-06	-3	-6	-4.50537956341988	-4.49462043658012
7.08452568612311e-06	-3	-6	-4.50551272407735	-4.49448727592265
7.23970393313863e-06	-3	-6	-4.50564761658143	-4.49435238341857
7.3960203191573e-06	-3	-6	-4.50578421380831	-4.49421578619169
7.55341551918811e-06	-3	-6	-4.50592248689509	-4.49407751310491
7.71182886833e-06	-3	-6	-4.50606240523496	-4.49393759476504
7.87119843128923e-06	-3	-6	-4.50620393647452	-4.49379606352548
8.03146107453717e-06	-3	-6	-4.50634704651356	-4.49365295348644
8.19255254096942e-06	-3	-6	-4.50649169950711	-4.49350830049289
8.35440752691988e-06	-3	-6	-4.50663785787004	-4.49336214212996
8.51695976137674e-06	-3	-6	-4.50678548228421	-4.49321451771579
8.68014208724046e-06	-3	-6	-4.5069345317083	-4.4930654682917
8.84388654445817e-06	-3	-6	-4.50708496339035	-4.49291503660965
9.00812445486312e-06	-3	-6	-4.50723673288308	-4.49276326711692
9.17278650854285e-06	-3	-6	-4.50738979406216	-4.49261020593784
9.33780285155508e-06	-3	-6	-4.50754409914736	-4.49245590085264
9.50310317480647e-06	-3	-6	-4.50769959872678	-4.49230040127322
9.66861680390575e-06	-3	-6	-4.50785624178413	-4.49214375821587
9.83427278979997e-06	-3	-6	-4.5080139757292	-4.4919860242708
1e-05	-3	-6	-4.50817274643146	-4.49182725356854
1.01657272102e-05	-3	-6	-4.50833249825699	-4.49166750174301
1.03313831960943e-05	-3	-6	-4.5084931741086	-4.4915068258914
1.04968968251935e-05	-3	-6	-4.50865471546941	-4.49134528453059
1.06621971484449e-05	-3	-6	-4.50881706244962	-4.49118293755038
1.08272134914572e-05	-3	-6	-4.50898015383678	-4.49101984616322
1.09918755451369e-05	-3	-6	-4.50914392714938	-4.49085607285062
1.11561134555418e-05	-3	-6	-4.50930831869381	-4.49069168130619
1.13198579127595e-05	-3	-6	-4.50947326362471	-4.49052673637529
1.14830402386233e-05	-3	-6	-4.50963869600866	-4.49036130399134
1.16455924730801e-05	-3	-6	-4.50980454889117	-4.49019545110883
1.18074474590306e-05	-3	-6	-4.50997075436692	-4.49002924563308
1.19685389254628e-05	-3	-6	-4.51013724365328	-4.48986275634672
1.21288015687108e-05	-3	-6	-4.51030394716689	-4.48969605283311
1.228817113167e-05	-3	-6	-4.51047079460329	-4.48952920539671
1.24465844808119e-05	-3	-6	-4.51063771501959	-4.48936228498041
1.26039796808427e-05	-3	-6	-4.51080463691986	-4.48919536308014
1.27602960668614e-05	-3	-6	-4.51097148834335	-4.48902851165665
1.29154743138769e-05	-3	-6	-4.51113819695517	-4.48886180304483
1.30694565035541e-05	-3	-6	-4.51130469013947	-4.48869530986053
1.32221861880644e-05	-3	-6	-4.51147089509482	-4.48852910490518
1.33736084509265e-05	-3	-6	-4.51163673893164	-4.48836326106836
1.35236699647313e-05	-3	-6	-4.51180214877148	-4.48819785122852
1.36723190456521e-05	-3	-6	-4.51196705184799	-4.48803294815201
1.38195057046532e-05	-3	-6	-4.51213137560918	-4.48786862439082
1.39651816953174e-05	-3	-6	-4.512295047821	-4.487704952179
1.41093005582217e-05	-3	-6	-4.51245799667167	-4.48754200332833
1.42518176618021e-05	-3	-6	-4.51262015087676	-4.48737984912324
1.43926902396568e-05	-3	-6	-4.51278143978459	-4.48721856021541
1.45318774242466e-05	-3	-6	-4.5129417934817	-4.4870582065183
1.4669340276961e-05	-3	-6	-4.51310114289807	-4.48689885710193
1.48050418145294e-05	-3	-6	-4.5132594199119	-4.4867405800881
1.49389470317649e-05	-3	-6	-4.51341655745342	-4.48658344254658
1.50710229206383e-05	-3	-6	-4.51357248960764	-4.48642751039236
1.52012384856895e-05	-3	-6	-4.51372715171556	-4.48627284828444
1.5329564755793e-05	-3	-6	-4.51388048047359	-4.48611951952641
1.54559747923022e-05	-3	-6	-4.51403241403088	-4.48596758596912
1.55804436936078e-05	-3	-6	-4.51418289208413	-4.48581710791587
