Position  (cm)	V (V)	n (cm-3)	p (cm-3)
0	0	363569.099107629	363569.099107618
2.89750616671375e-09	0	363569.099107629	363569.099107618
5.98533996463986e-09	0	363569.099107629	363569.099107618
9.27458916571469e-09	0	363569.099107629	363569.099107618
1.27768860126457e-08	0	363569.099107629	363569.099107618
1.65044271262588e-08	0	363569.099107629	363569.099107618
2.04699937008979e-08	0	363569.099107629	363569.099107618
2.46869719616643e-08	0	363569.099107629	363569.099107618
2.91693738549519e-08	0	363569.099107629	363569.099107618
3.39318579412528e-08	0	363569.099107629	363569.099107618
3.89897504567073e-08	0	363569.099107629	363569.099107618
4.43590665073639e-08	0	363569.099107629	363569.099107618
5.00565313574324e-08	0	363569.099107629	363569.099107618
5.60996017702088e-08	0	363569.099107629	363569.099107618
6.25064873576924e-08	0	363569.099107629	363569.099107618
6.92961718921233e-08	0	363569.099107629	363569.099107618
7.64884345300221e-08	0	363569.099107629	363569.099107618
8.41038708965161e-08	0	363569.099107629	363569.099107618
9.21639139750083e-08	0	363569.099107629	363569.099107618
1.00690854744493e-07	0	363569.099107629	363569.099107618
1.09707862504116e-07	0	363569.099107629	363569.099107618
1.19239004821873e-07	0	363569.099107629	363569.099107618
1.29309267041644e-07	0	363569.099107629	363569.099107618
1.39944571280258e-07	0	363569.099107629	363569.099107618
1.51171794843591e-07	0	363569.099107629	363569.099107618
1.63018787988344e-07	0	363569.099107629	363569.099107618
1.75514390953743e-07	0	363569.099107629	363569.099107618
1.88688450185048e-07	0	363569.099107629	363569.099107618
2.02571833668696e-07	0	363569.099107629	363569.099107618
2.17196445296793e-07	0	363569.099107629	363569.099107618
2.3259523817679e-07	0	363569.099107629	363569.099107618
2.48802226800457e-07	0	363569.099107629	363569.099107618
2.65852497984665e-07	0	363569.099107629	363569.099107618
2.8378222049517e-07	0	363569.099107629	363569.099107618
3.02628653263324e-07	0	363569.099107629	363569.099107618
3.22430152104785e-07	0	363569.099107629	363569.099107618
3.43226174848439e-07	0	363569.099107629	363569.099107618
3.65057284783406e-07	0	363569.099107629	363569.099107618
3.87965152331622e-07	0	363569.099107629	363569.099107618
4.11992554853689e-07	0	363569.099107629	363569.099107618
4.37183374495872e-07	0	363569.099107629	363569.099107618
4.63582593986889e-07	0	363569.099107629	363569.099107618
4.91236290293981e-07	0	363569.099107629	363569.099107618
5.20191626049084e-07	0	363569.099107629	363569.099107618
5.50496838657514e-07	0	363569.099107629	363569.099107618
5.82201227003527e-07	0	363569.099107629	363569.099107618
6.15355135669428e-07	0	363569.099107629	363569.099107618
6.50009936587569e-07	0	363569.099107629	363569.099107618
6.86218008047653e-07	0	363569.099107629	363569.099107618
7.2403271098514e-07	0	363569.099107629	363569.099107618
7.63508362480403e-07	0	363569.099107629	363569.099107618
8.04700206402457e-07	0	363569.099107629	363569.099107618
8.47664381135677e-07	0	363569.099107629	363569.099107618
8.92457884332872e-07	0	363569.099107629	363569.099107618
9.39138534643543e-07	0	363569.099107629	363569.099107618
9.87764930371778e-07	0	363569.099107629	363569.099107618
1.03839640502452e-06	0	363569.099107629	363569.099107618
1.09109297971735e-06	0	363569.099107629	363569.099107618
1.14591531241196e-06	0	363569.099107629	363569.099107618
1.20292464396658e-06	0	363569.099107629	363569.099107618
1.26218274098846e-06	0	363569.099107629	363569.099107618
1.32375183548534e-06	0	363569.099107629	363569.099107618
1.38769456132106e-06	0	363569.099107629	363569.099107618
1.45407388748932e-06	0	363569.099107629	363569.099107618
1.52295304822829e-06	0	363569.099107629	363569.099107618
1.59439547000787e-06	0	363569.099107629	363569.099107618
1.66846469543132e-06	0	363569.099107629	363569.099107618
1.74522430410182e-06	0	363569.099107629	363569.099107618
1.82473783051535e-06	0	363569.099107629	363569.099107618
1.90706867905039e-06	0	363569.099107629	363569.099107618
1.99228003613594e-06	0	363569.099107629	363569.099107618
2.08043477968905e-06	0	363569.099107629	363569.099107618
2.17159538592389e-06	0	363569.099107629	363569.099107618
2.26582383364459e-06	0	363569.099107629	363569.099107618
2.36318150614464e-06	0	363569.099107629	363569.099107618
2.46372909084615e-06	0	363569.099107629	363569.099107618
2.56752647682258e-06	0	363569.099107629	363569.099107618
2.67463265035895e-06	0	363569.099107629	363569.099107618
2.78510558871364e-06	0	363569.099107629	363569.099107618
2.89900215225601e-06	0	363569.099107629	363569.099107618
3.01637797516386e-06	0	363569.099107629	363569.099107618
3.13728735487404e-06	0	363569.099107629	363569.099107618
3.26178314048938e-06	0	363569.099107629	363569.099107618
3.38991662035326e-06	0	363569.099107629	363569.099107618
3.52173740901234e-06	0	363569.099107629	363569.099107618
3.65729333379584e-06	0	363569.099107629	363569.099107618
3.7966303212473e-06	0	363569.099107629	363569.099107618
3.93979228365218e-06	0	363569.099107629	363569.099107618
4.08682100591124e-06	0	363569.099107629	363569.099107618
4.23775603301552e-06	0	363569.099107629	363569.099107618
4.39263455838445e-06	0	363569.099107629	363569.099107618
4.55149131333325e-06	0	363569.099107629	363569.099107618
4.71435845793999e-06	0	363569.099107629	363569.099107618
4.88126547358603e-06	0	363569.099107629	363569.099107618
5.05223905744625e-06	0	363569.099107629	363569.099107618
5.22730301920734e-06	0	363569.099107629	363569.099107618
5.40647818029363e-06	0	363569.099107629	363569.099107618
5.58978227587994e-06	0	363569.099107629	363569.099107618
5.77722985997065e-06	0	363569.099107629	363569.099107618
5.96883221382252e-06	0	363569.099107629	363569.099107618
6.16459725798662e-06	0	363569.099107629	363569.099107618
6.36452946824133e-06	0	363569.099107629	363569.099107618
6.56862979568457e-06	0	363569.099107629	363569.099107618
6.776895591248e-06	0	363569.099107629	363569.099107618
6.98932053489034e-06	0	363569.099107629	363569.099107618
7.20589456971997e-06	0	363569.099107629	363569.099107618
7.42660384128924e-06	0	363569.099107629	363569.099107618
7.65143064229443e-06	0	363569.099107629	363569.099107618
7.88035336290555e-06	0	363569.099107629	363569.099107618
8.11334644693998e-06	0	363569.099107629	363569.099107618
8.35038035408286e-06	0	363569.099107629	363569.099107618
8.59142152834468e-06	0	363569.099107629	363569.099107618
8.83643237293412e-06	0	363569.099107629	363569.099107618
9.08537123171041e-06	0	363569.099107629	363569.099107618
9.33819237736511e-06	0	363569.099107629	363569.099107618
9.59484600646827e-06	0	363569.099107629	363569.099107618
9.85527824149824e-06	0	363569.099107629	363569.099107618
1.01194311399581e-05	0	363569.099107629	363569.099107618
1.03872427106647e-05	0	363569.099107629	363569.099107618
1.06586469372796e-05	0	363569.099107629	363569.099107618
1.09335738091319e-05	0	363569.099107629	363569.099107618
1.12119493593666e-05	0	363569.099107629	363569.099107618
1.14936957104325e-05	0	363569.099107629	363569.099107618
1.1778731126904e-05	0	363569.099107629	363569.099107618
1.20669700756148e-05	0	363569.099107629	363569.099107618
1.23583232930583e-05	0	363569.099107629	363569.099107618
1.26526978599942e-05	0	363569.099107629	363569.099107618
1.29499972831785e-05	0	363569.099107629	363569.099107618
1.3250121584116e-05	0	363569.099107629	363569.099107618
1.35529673947146e-05	0	363569.099107629	363569.099107618
1.38584280597034e-05	0	363569.099107629	363569.099107618
1.41663937456541e-05	0	363569.099107629	363569.099107618
1.44767515564303e-05	0	363569.099107629	363569.099107618
1.47893856548704e-05	0	363569.099107629	363569.099107618
1.5104177390489e-05	0	363569.099107629	363569.099107618
1.54210054329691e-05	0	363569.099107629	363569.099107618
1.57397459111976e-05	0	363569.099107629	363569.099107618
1.60602725575817e-05	0	363569.099107629	363569.099107618
1.63824568573673e-05	0	363569.099107629	363569.099107618
1.67061682026681e-05	0	363569.099107629	363569.099107618
1.70312740508981e-05	0	363569.099107629	363569.099107618
1.73576400872884e-05	0	363569.099107629	363569.099107618
1.76851303911565e-05	0	363569.099107629	363569.099107618
1.80136076055863e-05	0	363569.099107629	363569.099107618
1.83429331101646e-05	0	363569.099107629	363569.099107618
1.86729671964143e-05	0	363569.099107629	363569.099107618
1.90035692455518e-05	0	363569.099107629	363569.099107618
1.93345979081952e-05	0	363569.099107629	363569.099107618
1.96659112856364e-05	0	363569.099107629	363569.099107618
1.99973671122936e-05	0	363569.099107629	363569.099107618
2.03288229389508e-05	0	363569.099107629	363569.099107618
2.0660136316392e-05	0	363569.099107629	363569.099107618
2.09911649790354e-05	0	363569.099107629	363569.099107618
2.1321767028173e-05	0	363569.099107629	363569.099107618
2.16518011144226e-05	0	363569.099107629	363569.099107618
2.19811266190009e-05	0	363569.099107629	363569.099107618
2.23096038334307e-05	0	363569.099107629	363569.099107618
2.26370941372988e-05	0	363569.099107629	363569.099107618
2.29634601736891e-05	0	363569.099107629	363569.099107618
2.32885660219191e-05	0	363569.099107629	363569.099107618
2.36122773672199e-05	0	363569.099107629	363569.099107618
2.39344616670055e-05	0	363569.099107629	363569.099107618
2.42549883133896e-05	0	363569.099107629	363569.099107618
2.45737287916182e-05	0	363569.099107629	363569.099107618
2.48905568340982e-05	0	363569.099107629	363569.099107618
2.52053485697168e-05	0	363569.099107629	363569.099107618
2.55179826681569e-05	0	363569.099107629	363569.099107618
2.58283404789332e-05	0	363569.099107629	363569.099107618
2.61363061648838e-05	0	363569.099107629	363569.099107618
2.64417668298726e-05	0	363569.099107629	363569.099107618
2.67446126404713e-05	0	363569.099107629	363569.099107618
2.70447369414087e-05	0	363569.099107629	363569.099107618
2.7342036364593e-05	0	363569.099107629	363569.099107618
2.7636410931529e-05	0	363569.099107629	363569.099107618
2.79277641489724e-05	0	363569.099107629	363569.099107618
2.82160030976832e-05	0	363569.099107629	363569.099107618
2.85010385141547e-05	0	363569.099107629	363569.099107618
2.87827848652206e-05	0	363569.099107629	363569.099107618
2.90611604154553e-05	0	363569.099107629	363569.099107618
2.93360872873076e-05	0	363569.099107629	363569.099107618
2.96074915139225e-05	0	363569.099107629	363569.099107618
2.98753030846291e-05	0	363569.099107629	363569.099107618
3.0139455983089e-05	0	363569.099107629	363569.099107618
3.0399888218119e-05	0	363569.099107629	363569.099107618
3.06565418472221e-05	0	363569.099107629	363569.099107618
3.09093629928768e-05	0	363569.099107629	363569.099107618
3.11583018516531e-05	0	363569.099107629	363569.099107618
3.14033126962425e-05	0	363569.099107629	363569.099107618
3.16443538705044e-05	0	363569.099107629	363569.099107618
3.18813877776472e-05	0	363569.099107629	363569.099107618
3.21143808616817e-05	0	363569.099107629	363569.099107618
3.23433035822928e-05	0	363569.099107629	363569.099107618
3.2568130383298e-05	0	363569.099107629	363569.099107618
3.27888396548673e-05	0	363569.099107629	363569.099107618
3.30054136896969e-05	0	363569.099107629	363569.099107618
3.32178386333392e-05	0	363569.099107629	363569.099107618
3.34261044289027e-05	0	363569.099107629	363569.099107618
3.36302047563459e-05	0	363569.099107629	363569.099107618
3.38301369666006e-05	0	363569.099107629	363569.099107618
3.40259020107647e-05	0	363569.099107629	363569.099107618
3.42175043646166e-05	0	363569.099107629	363569.099107618
3.44049519487073e-05	0	363569.099107629	363569.099107618
3.45882560442936e-05	0	363569.099107629	363569.099107618
3.47674312053799e-05	0	363569.099107629	363569.099107618
3.4942495167141e-05	0	363569.099107629	363569.099107618
3.51134687510012e-05	0	363569.099107629	363569.099107618
3.52803757666472e-05	0	363569.099107629	363569.099107618
3.5443242911254e-05	0	363569.099107629	363569.099107618
3.56020996662028e-05	0	363569.099107629	363569.099107618
3.57569781915717e-05	0	363569.099107629	363569.099107618
3.5907913218676e-05	0	363569.099107629	363569.099107618
3.6054941940935e-05	0	363569.099107629	363569.099107618
3.61981039033399e-05	0	363569.099107629	363569.099107618
3.63374408907914e-05	0	363569.099107629	363569.099107618
3.64729968155749e-05	0	363569.099107629	363569.099107618
3.6604817604234e-05	0	363569.099107629	363569.099107618
3.67329510840978e-05	0	363569.099107629	363569.099107618
3.68574468697132e-05	0	363569.099107629	363569.099107618
3.69783562494234e-05	0	363569.099107629	363569.099107618
3.70957320723312e-05	0	363569.099107629	363569.099107618
3.72096286358736e-05	0	363569.099107629	363569.099107618
3.73201015742283e-05	0	363569.099107629	363569.099107618
3.74272077477646e-05	0	363569.099107629	363569.099107618
3.75310051337411e-05	0	363569.099107629	363569.099107618
3.76315527184426e-05	0	363569.099107629	363569.099107618
3.77289103909426e-05	0	363569.099107629	363569.099107618
3.78231388386633e-05	0	363569.099107629	363569.099107618
3.79142994448982e-05	0	363569.099107629	363569.099107618
3.80024541884513e-05	0	363569.099107629	363569.099107618
3.80876655455368e-05	0	363569.099107629	363569.099107618
3.81699963940719e-05	0	363569.099107629	363569.099107618
3.82495099204854e-05	0	363569.099107629	363569.099107618
3.83262695291559e-05	0	363569.099107629	363569.099107618
3.84003387545794e-05	0	363569.099107629	363569.099107618
3.84717811763589e-05	0	363569.099107629	363569.099107618
3.85406603370979e-05	0	363569.099107629	363569.099107618
3.86070396632662e-05	0	363569.099107629	363569.099107618
3.86709823891019e-05	0	363569.099107629	363569.099107618
3.87325514835988e-05	0	363569.099107629	363569.099107618
3.87918095806206e-05	0	363569.099107629	363569.099107618
3.88488189121753e-05	0	363569.099107629	363569.099107618
3.89036412448699e-05	0	363569.099107629	363569.099107618
3.89563378195627e-05	0	363569.099107629	363569.099107618
3.90069692942154e-05	0	363569.099107629	363569.099107618
3.90555956899437e-05	0	363569.099107629	363569.099107618
3.91022763402544e-05	0	363569.099107629	363569.099107618
3.91470698434516e-05	0	363569.099107629	363569.099107618
3.91900340181848e-05	0	363569.099107629	363569.099107618
