Position  (cm)	V (V)	n (cm-3)	p (cm-3)
0	0	0.0693234868465556	1906748801252.06
2.12151739152832e-09	4.24307324193639e-05	0.0694311653809575	1903621830946.36
4.34707627935975e-09	8.69423129007327e-05	0.0695443147142958	1900347021949.7
6.68121450657862e-09	0.000133625499021898	0.0696631938327053	1896918495833.94
9.12863752259283e-09	0.000182574400506213	0.0697880734085871	1893330213014.8
1.16942230432444e-08	0.000233886572424645	0.0699192363438931	1889575973501.52
1.43830257664662e-08	0.000287663109508694	0.0700569783455058	1885649418137.15
1.72002821403399e-08	0.00034400874151125	0.0702016085231469	1881544030367.96
2.01514151801996e-08	0.000403031929548305	0.0703534500316026	1877253138581.96
2.32420393311509e-08	0.000464844963348879	0.0705128407497768	1872769919058.05
2.64779653721458e-08	0.000529564059335996	0.0706801339836399	1868087399568.35
2.9865205357556e-08	0.000597309459457506	0.0708556992307673	1863198463677.79
3.34099775918348e-08	0.000668205530678605	0.0710399229774383	1858095855785.87
3.71187116327228e-08	0.000742380865045125	0.0712332095464122	1852772186956.49
4.09980533181195e-08	0.000819968380220018	0.0714359819878286	1847219941582.72
4.50548698114988e-08	0.000901105420390618	0.0716486830607326	1841431484933.68
4.92962546604839e-08	0.00098593385743895	0.0718717762011426	1835399071631.32
5.37295328629467e-08	0.00107460019226243	0.0721057466504036	1829114855104.93
5.83622659346949e-08	0.00116725565612613	0.0723511025812336	1822570898071.01
6.32022569725685e-08	0.00126405631192318	0.0726083762991035	1815759184085.85
6.82575557064784e-08	0.00136516315521377	0.0728781255772422	1808671630217.16
7.35364635336391e-08	0.0014707422149079	0.073160934984608	1801300100880.13
7.90475385279966e-08	0.00158096465345198	0.073457417456945	1793636422881.52
8.47996004175491e-08	0.00169600686637295	0.0737682157804376	1785672401713.62
9.08017355220112e-08	0.00181605058102923	0.0740940043214827	1777399839137.05
9.70633016429694e-08	0.0019412829544113	0.0744354908295459	1768810552088.58
1.03593932898425e-07	0.0020718966698298	0.0747934183290251	1759896392946.59
1.10403544493356e-07	0.00220809003232385	0.0751685672465666	1750649271182.12
1.17502337417614e-07	0.00235006706261599	0.0755617574983459	1741061176419.29
1.24900803062315e-07	0.00249803758943654	0.0759738509793357	1731124202922.62
1.32609727745455e-07	0.00265221734003266	0.076405754014168	1720830575523.08
1.40640197137427e-07	0.00281282802867487	0.076858420039197	1710172676987.27
1.49003600576674e-07	0.00298009744296634	0.0773328526574857	1699143076826.64
1.5771163526564e-07	0.00315425952775788	0.0778301086701722	1687734561534.92
1.66776310336782e-07	0.00333555446646393	0.0783513014080697	1675940166232.48
1.76209950778339e-07	0.00352422875957359	0.0788976043775427	1663753207686.26
1.86025201209182e-07	0.00372053530014308	0.0794702552257607	1651167318662.62
1.96235029491986e-07	0.00392473344605435	0.0800705598120736	1638176483558.68
2.06852730173672e-07	0.00413708908881911	0.0806998967624577	1624775075244.72
2.17891927741934e-07	0.00435787471870433	0.0813597223573559	1610957893036.95
2.29366579686445e-07	0.00458736948595118	0.0820515756947865	1596720201705.33
2.41290979353221e-07	0.00482585925785701	0.0827770845479103	1582057771405.85
2.53679758580406e-07	0.00507363667148571	0.0835379712467065	1566966918411.46
2.66547890103673e-07	0.00533100118177015	0.0843360593788042	1551444546498.6
2.79910689719234e-07	0.00559825910476699	0.0851732807441854	1535488188830.07
2.93783818192436e-07	0.00587572365582292	0.0860516834130643	1519096050157
3.08183282899734e-07	0.00616371498240858	0.0869734398449394	1502267049145.39
3.2312543919183e-07	0.00646256019137577	0.0879408562442097	1485000860614.56
3.38626991465696e-07	0.0067725933703923	0.0889563815291437	1467297957457.05
3.54704993933107e-07	0.00709415560330738	0.0900226192577201	1449159651991.86
3.71376851073405e-07	0.00742759497920138	0.0911423378614516	1430588136485.28
3.88660317758096e-07	0.00777326659487268	0.0923184842372181	1411586522557.15
4.06573499035004e-07	0.00813153255051576	0.0935541964670523	1392158879173.93
4.251348495597e-07	0.00850276193834501	0.0948528198200127	1372310268915.37
4.44363172662013e-07	0.00888733082392041	0.0962179215216321	1352046782187.68
4.64277619035532e-07	0.00928562221993349	0.0976533092453858	1331375569044.02
4.8489768503811e-07	0.00969802605221352	0.0991630498186229	1310304868263.23
5.06243210591526e-07	0.0101249391177174	0.100751489600238	1288844033329.2
5.28334376668665e-07	0.0105667650342705	0.102423279199815	1267003554948.31
5.51191702356702e-07	0.0110239141818274	0.104183395921804	1244795079739.16
5.74836041485085e-07	0.0114968036350304	0.106037172516029	1222231424729.4
5.99288578807283e-07	0.0119858570868426	0.107990326046889	1199326587298.21
6.2457082572558e-07	0.0124915047630436	0.110048990686242	1176095750210.37
6.50704615548521e-07	0.0130141833273782	0.112219753584678	1152555281399.21
6.7771209827089e-07	0.0135543357771571	0.114509693568039	1128722728171.23
7.05615734866513e-07	0.0141124113291142	0.116926424854572	1104616805525.57
7.34438291084568e-07	0.0146888652953356	0.119478143321004	1080257378305.28
7.64202830740457e-07	0.0152841589490799	0.122173677033252	1055665436927.59
7.94932708492795e-07	0.0158987593803226	0.125022545612287	1030863066473.6
8.2665156209855e-07	0.0165331393408636	0.128035021278442	1005873408957.14
8.59383304138806e-07	0.0171877770788485	0.13122219728859	980720618636.213
8.93152113208286e-07	0.0178631561625663	0.134596068202462	955429810278.526
9.27982424562175e-07	0.0185597652933931	0.138169603559916	930027000345.622
9.63898920214557e-07	0.0192780981077703	0.141956854182477	904539041116.95
1.00092651848324e-06	0.0200186529681104	0.145973044950241	878993547836.186
1.03909036297655e-06	0.0207819327425432	0.150234690834017	853418819026.206
1.07841581101817e-06	0.021568444573425	0.15475972449821	827843750186.303
1.11892842150705e-06	0.0223786996345484	0.159567629356639	802297741154.508
1.16065394220993e-06	0.023213212877006	0.164679600776536	776810597488.775
1.20361829648488e-06	0.0240725027636751	0.170118716929621	751412426292.397
1.24784756943508e-06	0.0249570909923082	0.175910123843463	726133526980.502
1.29336799349282e-06	0.0258675022072274	0.182081251518331	701004277554.964
1.34020593343452e-06	0.0268042636996412	0.188662049948286	676055017023.41
1.38838787082855e-06	0.0277679050966162	0.195685248385468	651315924663.416
1.43794038791832e-06	0.0287589580387563	0.203186656675637	626816896894.127
1.48889015094427e-06	0.0297779558466584	0.211205489196204	602587422573.556
1.54126389290908e-06	0.0308254331762328	0.219784732948167	578656457589.531
1.59508839579139e-06	0.0319019256629959	0.228971549531627	555052299654.639
1.65039047221459e-06	0.0330079695554608	0.238817745229293	531802464249.542
1.70719694657769e-06	0.0341441013377723	0.2493802802123	508933562683.909
1.76553463565681e-06	0.0353108573417516	0.260721861924763	486471183258.809
1.8254303286864e-06	0.0365087733485367	0.272911581136188	464439776518.377
1.88691076693063e-06	0.0377383841800245	0.286025633342701	442862545570.902
1.95000262275624e-06	0.039000223280342	0.300148175446813	421761342440.132
2.01473247821923e-06	0.0402948222875928	0.315372228206343	401156571375.966
2.08112680317883e-06	0.0416227105961487	0.331800742560039	381067100009.887
2.14921193295323e-06	0.0429844149097743	0.349547757737367	361510179184.615
2.21901404553247e-06	0.0443804587858964	0.368739783653462	342501372219.65
2.29055913836531e-06	0.0458113621713471	0.389517278026095	324054494295.51
2.36387300473738e-06	0.0472776409299353	0.412036387256281	306181562549.867
2.43898120975948e-06	0.0487798063622181	0.436470919525778	288892757379.858
2.5159090659857e-06	0.0503183647178663	0.463014501583064	272196395337.367
2.59468160868202e-06	0.051893816701039	0.491883140945848	256098913889.674
2.67532357076715e-06	0.053506656969201	0.523318139898436	240604868197.901
2.75785935744839e-06	0.0551573736258402	0.557589268953862	225716939941.867
2.84231302057633e-06	0.0568464477075575	0.594998602806698	211435958094.111
2.92870823274291e-06	0.0585743526660254	0.63588472528548	197760931419.747
3.01706826114874e-06	0.0603415538453282	0.680627647790991	184689092354.432
3.10741594126617e-06	0.062148507955217	0.729654337883037	172215951791.996
3.19977365032567e-06	0.0639956625408288	0.78344519809815	160335364198.057
3.29416328065395e-06	0.0658834554494392	0.842541500511677	149039602358.072
3.39060621289304e-06	0.0678123142948341	0.907553650001823	138319440969.516
3.48912328913053e-06	0.0697826559199019	0.979171000777275	128164248199.74
3.58973478597165e-06	0.0717948858580634	1.05817316895609	118562084255.009
3.69246038758518e-06	0.0738493977941751	1.14544275161751	109499805943.386
3.7973191587551e-06	0.0759465730255503	1.24198049271282	100963176165.535
3.90432951797149e-06	0.0780867799237604	1.34892237528208	92936977233.7326
4.01350921059396e-06	0.0802703733978902	1.46755957345429	85405126900.9365
4.12487528212218e-06	0.0824976943599322	1.59936174932317	78350795978.7386
4.23844405160815e-06	0.0847690691930176	1.74600373382362	71756526435.264
4.35423108524561e-06	0.0870848092231889	1.90939679715302	65604348891.0306
4.47225117017228e-06	0.0894452101954303	2.09172494071177	59875898471.9452
4.59251828852124e-06	0.0918505517546798	2.29548688131552	54552528032.8551
4.71504559175772e-06	0.0943010969325521	2.52354571405533	49615417831.136
4.83984537533834e-06	0.096797091640509	2.77918616556716	45045680806.4661
4.96692905372961e-06	0.099338764170217	3.06618129162796	40824462708.4733
5.09630713582301e-06	0.101926324701836	3.38887172092675	36933036406.8767
5.22798920078386e-06	0.104559964820988	3.75225700103306	33352889816.6612
5.36198387437138e-06	0.107239857045143	4.16210402095251	30065806973.1094
5.49829880576723e-06	0.109966154360186	4.62507288080096	27053941894.8497
5.63694064494978e-06	0.11273898976789	5.14886663224309	24299884976.6824
5.77791502065126e-06	0.115558475845054	5.74240508632757	21786721756.1897
5.92122651893456e-06	0.118424704315029	6.41603279086921	19498083996.2598
6.06687866242651e-06	0.121337745632384	7.18176042247041	17418193119.1688
6.21487389024361e-06	0.12429764858141	8.05355382985628	15531896116.3743
6.36521353864642e-06	0.127304439889209	9.04767235353273	13824694137.0266
6.51789782245768e-06	0.13035812385405	10.1830716199366	12282764031.7452
6.67292581727915e-06	0.133458681989707	11.4818789450549	10892973190.2033
6.8302954425414e-06	0.136606072686452	12.9699578559949	9642888066.15197
6.99000344541999e-06	0.13980023088938	14.6775797562088	8520776826.82017
7.15204538565092e-06	0.143041067794718	16.6402191080419	7515606599.05897
7.31641562127722e-06	0.146328470564756	18.8995038452419	6617035809.14043
7.48310729535781e-06	0.14966230206203	21.5043443424444	5815402129.29756
7.65211232366876e-06	0.153042400603347	24.5122783011926	5101706551.4505
7.82342138342606e-06	0.15646857973424	27.9910785971964	4467594107.064
7.99702390305782e-06	0.159940628024422	32.0206770266725	3905331744.05948
8.17290805305299e-06	0.163458308884758	36.6954577201729	3407783856.9127
8.35106073791205e-06	0.167021360406286	42.1270081488342	2968385944.65887
8.5314675892243e-06	0.170629495221763	48.4474127273347	2581116846.67937
8.7141129598946e-06	0.174282400390207	55.813205686935	2240469975.94419
8.89897991954149e-06	0.177979737304861	64.410111749403	1941423937.39956
9.08605025108686e-06	0.181721141624992	74.4587499395532	1679412884.04625
9.27530444855591e-06	0.185506223231893	86.2214783999799	1450296927.29633
9.46672171610474e-06	0.189334566209438	100.010650134042	1250332881.42449
9.66027996829117e-06	0.193205728849504	116.1985409086	1076145585.93509
9.85595583160292e-06	0.197119243682539	135.229330432902	924700012.656038
1.00537246472553e-05	0.201074617533515	157.633540517662	793274331.359253
1.02535604752692e-05	0.205071331603497	184.045478549599	679434073.160385
1.04554360998386e-05	0.209108841576988	215.224316070215	581007501.561053
1.06593230359935e-05	0.213186577755204	252.079545118383	496062271.729618
1.08651915375659e-05	0.217303945215377	295.701800739557	422883432.50399
1.10730106064588e-05	0.22146032399616	347.40013989336	359952802.582056
1.12827480032239e-05	0.225655069309167	408.747250968773	305929731.926602
1.14943702589441e-05	0.22988751177663	481.6341317273	259633240.357431
1.17078426884207e-05	0.234156957695147	568.336530121926	220025511.218945
1.19231294046606e-05	0.238462689325424	671.595386690652	186196703.810703
1.21401933346571e-05	0.242803965207898	794.714548756486	157351039.078229
1.23589962364568e-05	0.247180020504072	941.679442593471	132794103.113931
1.25794987175023e-05	0.251590067363371	1117.30102967187	111921308.198731
1.28016602542393e-05	0.256033295315284	1327.3909166276	94207445.9539258
1.30254392129732e-05	0.260508871686503	1578.97395997524	79197263.8529995
1.32507928719611e-05	0.265015942042756	1880.54694695969	66496995.7660187
1.34776774447197e-05	0.269553630654973	2242.39285286786	55766776.3794158
1.37060481045315e-05	0.274121040989402	2676.96316354801	46713870.1782566
1.39358590101256e-05	0.278717256221233	3199.34284735201	39086647.6998286
1.4167063332512e-05	0.283341339771284	3827.81610194121	32669243.4613489
1.4399613282943e-05	0.287992335865221	4584.55392930328	27276833.2913331
1.46334601419745e-05	0.292669270114797	5496.45151438135	22751472.0567353
1.48685542896001e-05	0.29737115012052	6596.14555709806	18958435.8505766
1.51048452364254e-05	0.302096966095153	7923.2525683675	15783016.9908075
1.53422816558524e-05	0.306845691507391	9525.87442542703	13127723.4720367
1.5580811417239e-05	0.311616283745056	11462.4289167718	10909838.5811528
1.58203816199984e-05	0.316407684797087	13803.8746244103	9059299.90233002
1.60609386286027e-05	0.321218821953603	16636.4158643079	7516860.78251617
1.63024281084502e-05	0.326048608523259	20064.7864329389	6232500.58566818
1.65447950625587e-05	0.330895944567106	24216.2395038002	5164053.3238495
1.67879838690426e-05	0.335759717648134	29245.3902344557	4276027.74464173
1.70319383193312e-05	0.34063880359564	35340.0901054419	3538594.14021941
1.72766016570859e-05	0.345532067283562	42728.5521933534	2926716.54698868
1.75219166177687e-05	0.350438363421865	51687.9837138669	2419410.95632309
1.776782546882e-05	0.35535653736008	62555.0438935071	1999112.60528565
1.80142700503945e-05	0.360285425902034	75738.4977580142	1651137.41195008
1.82611918166109e-05	0.365223858130838	91734.5256961098	1363224.44595926
1.85085318772648e-05	0.370170656243139	111145.212480471	1125148.02976552
1.87562310399549e-05	0.375124636391659	134700.883746661	928389.414254274
1.90042298525741e-05	0.380084609535	163287.040801822	765859.442295534
1.92524686461131e-05	0.385049382293724	197976.821794664	631664.642161437
1.95008875777254e-05	0.390017757811656	240070.084711173	520910.319893238
1.97494266740029e-05	0.394988536621383	291140.398753657	429535.032482043
1.99980258744083e-05	0.399960517512916	353091.499081155	354171.667971371
2.02466250748138e-05	0.404932498404448	428225.016029838	292031.045995635
2.04951641710913e-05	0.409903277214175	519321.624896335	240804.498429042
2.07435831027036e-05	0.414871652732107	629738.161147251	198582.464645527
2.09918218962426e-05	0.419836425490831	763523.68424281	163786.561270099
2.12398207088618e-05	0.424796398634172	925557.963254488	135112.955728632
2.14875198715519e-05	0.429750378782692	1121716.49506339	111485.223200423
2.17348599322057e-05	0.434697176894993	1359066.81360059	92015.1560370139
2.19817816984222e-05	0.439635609123797	1646101.68579139	75970.1940914551
2.22282262799967e-05	0.444564497665751	1993015.61376199	62746.4095658416
2.2474135131048e-05	0.449482671603965	2412032.12230481	51846.1057742708
2.27194500917308e-05	0.454388967742269	2917790.50615314	42859.2660566619
2.29641134294855e-05	0.45928223143019	3527801.96586257	35448.2014206554
2.32080678797741e-05	0.464161317377696	4262986.52367039	29334.8569042322
2.3451256686258e-05	0.469025090458723	5148303.75839636	24290.3210083157
2.36936236403665e-05	0.47387242650257	6213492.41746845	20126.1679531576
2.3935113120214e-05	0.478702213072225	7493935.52946242	16687.309498743
2.41756701288183e-05	0.483513350228741	9031670.44889383	13846.1030576665
2.44152403315777e-05	0.488304751280771	10876565.2844432	11497.4941910238
2.46537700929643e-05	0.493075343518435	13087685.9800107	9555.0154539987
2.48912065123913e-05	0.497824068930672	15734881.2668047	7947.49095734565
2.51274974592166e-05	0.502549884905304	18900615.5852717	6616.32415482704
2.53625916068422e-05	0.507251764911026	22682083.6279336	5513.26609831705
2.55964384658737e-05	0.5119286991606	27193643.249604	4598.57888946724
2.58289884163047e-05	0.516579695254534	32569607.4149738	3839.52607246001
2.60601927386911e-05	0.521203778804583	38967439.595301	3209.13025909977
2.62900036442852e-05	0.525799994036411	46571400.2421893	2685.1524736633
2.6518374304097e-05	0.530367404370836	55596696.4846729	2249.25272448944
2.67452588768556e-05	0.534905092983049	66294190.3830832	1886.29988933507
2.69706125358435e-05	0.539412163339297	78955724.6215963	1583.80437322391
2.71943914945774e-05	0.54388773971051	93920128.0205662	1331.45168014643
2.74165530313144e-05	0.548330967662416	111579965.755437	1120.71909757608
2.76370555123599e-05	0.552741014521707	132389101.893546	944.560238052479
2.78558584141596e-05	0.55711706981787	156871143.072934	797.145735999158
2.80729223441561e-05	0.561458345700333	185628833.043488	673.64989845477
2.8288209060396e-05	0.565764077330597	219354467.876984	570.075163716749
2.85016814898726e-05	0.570033523249098	258841399.705672	483.107518292378
2.87133037455928e-05	0.574265965716542	304996694.207112	409.997658881663
2.89230411423579e-05	0.578460711029527	358855002.977083	348.462879146444
2.91308602112508e-05	0.582617089810285	421593704.349218	296.606387546227
2.93367287128232e-05	0.586734457270429	494549359.618693	252.850687526387
2.95406156489781e-05	0.590812193448611	579235519.812726	215.882707266269
2.97424912735475e-05	0.594849703422062	677361905.770953	184.608488976033
2.99423271015614e-05	0.598846417491998	790854969.066708	158.115750060134
3.01400959172138e-05	0.602801791342922	921879822.665245	135.643003607599
3.03357717805255e-05	0.606715306175896	1072863510.66755	116.55399748282
3.0529330032712e-05	0.610586468815893	1246519562.27018	100.316587461922
3.07207473002608e-05	0.614414811793357	1445873749.18862	86.4852328349165
3.09100014977298e-05	0.618199893400166	1674290938.29574	74.6865203591776
3.10970718292752e-05	0.621941297720192	1935502899.12258	64.6071428065024
3.12819387889221e-05	0.625638634634726	2233636894.21525	55.9839369258659
3.14645841595924e-05	0.629291539803033	2573244845.49023	48.5956115009545
3.16449910109046e-05	0.632899674618355	2959332833.52287	42.2558690923459
3.18231436957637e-05	0.636462726139707	3397390651.11786	36.8077032988317
3.19990278457589e-05	0.639980406999843	3893421095.29722	32.1186210683238
3.21726303653906e-05	0.6434524552898	4453968646.31472	28.0766953667316
3.23439394251479e-05	0.646878634420439	5086147147.24876	24.5872516594642
3.25129444534589e-05	0.650258732961469	5797666065.55177	21.5701177955883
3.26796361275395e-05	0.653592564458422	6596854888.4021	18.9573099412341
3.28440063631658e-05	0.6568799672281	7492685178.31206	16.6911130101329
3.30060483033967e-05	0.660120804133035	8494789794.49196	14.7224695873205
3.31657563062753e-05	0.663314962335513	9613478770.45625	13.0096241200751
3.33231259315375e-05	0.666462353031756	10859751330.8445	11.5169928553389
3.3478153926359e-05	0.669562911166856	12245303528.1175	10.2142122961875
3.36308382101703e-05	0.672616595131078	13782530988.1335	9.07533974396974
3.37811778585731e-05	0.675623386438192	15484526268.7832	8.0781797880036
3.39291730863902e-05	0.678583289386462	17365070361.0253	7.20371934573952
3.40748252298821e-05	0.681496330702982	19438617896.4041	6.43564924646358
3.42181367281654e-05	0.68436255917204	21720275669.1719	5.75996087114625
3.43591111038669e-05	0.687182045248196	24225774134.7473	5.16460654294093
3.44977529430495e-05	0.689954880654795	26971431609.6563	4.63921075077849
3.46340678744453e-05	0.69268117796863	29974110969.7991	4.17482549120047
3.47680625480328e-05	0.695361070191467	33251168723.6812	3.76372467553561
3.48997446129937e-05	0.697994710309183	36820396425.169	3.39922763087293
3.50291226950871e-05	0.700582270839242	40699954483.0202	3.07555003814403
3.51562063734784e-05	0.703123943367257	44908298523.1471	2.78767684455005
3.5281006157059e-05	0.705619938073381	49464098560.8893	2.53125433961403
3.54035334602955e-05	0.708070483249273	54386151343.9217	2.30249768063685
3.55238005786444e-05	0.710475824806388	59693286329.7946	2.09811244758094
3.56418206635711e-05	0.712836225776332	65404265863.6509	1.91522661054095
3.57576076972086e-05	0.715151965804036	71537680219.5135	1.75133378185243
3.58711764666945e-05	0.717423340634477	78111838261.2	1.60424322048913
3.59825425382227e-05	0.71965066159369	85144654564.1	1.47203789124276
3.60917222308452e-05	0.721834255064799	92653533915.4854	1.35303773411568
3.61987325900616e-05	0.72397446195979	100655254176.978	1.24576872317813
3.63035913612315e-05	0.726071637187742	109165848546.885	1.14893565387191
3.6406316962845e-05	0.728126149120219	118200488300.912	1.06139907194972
3.65069284596862e-05	0.730138379054529	127773367116.972	0.982155228674544
3.66054455359237e-05	0.732108720675524	137897588101.794	0.910318768640621
3.67018884681627e-05	0.73403757951662	148585054634.047	0.845107725031934
3.6796278098491e-05	0.7359253724207	159846366120.339	0.785830645163797
3.68886358075505e-05	0.737772527001547	171690719726.82	0.731875218045966
3.6978983487668e-05	0.739579481106434	184125819100.553	0.682698507093766
3.70673435160738e-05	0.741346682280494	197157791032.28	0.637818736139378
3.71537387282404e-05	0.743074587233478	210791110936.349	0.596807522022069
3.72381923913683e-05	0.744763661309468	225028537935.679	0.55928374661532
3.73207281780496e-05	0.746414377960136	239871060241.237	0.524907752158184
3.74013701401347e-05	0.748027218222085	255317851407.885	0.493376579195358
3.7480142682831e-05	0.749602670198801	271366237933.658	0.46441959672808
3.75570705390572e-05	0.751141228547753	288011678549.1	0.437794802162245
3.76321787440793e-05	0.752643393973102	305247755419.329	0.413285511420728
3.77054926104514e-05	0.754109672724523	323066177355.769	0.390697488243943
3.77770377032842e-05	0.755540576102575	341456795009.036	0.369856427707578
3.78468398158635e-05	0.756936619971074	360407627890.99	0.3506056896686
3.79149249456379e-05	0.758298324276856	379904902954.418	0.332804374503344
3.79813192705975e-05	0.759626212577355	399933104344.698	0.316325606742006
3.80460491260605e-05	0.760920811576342	420475033830.704	0.301054979744961
3.81091409818861e-05	0.762182650668197	441511881323.54	0.286889226488636
3.81706214201303e-05	0.763412261491032	463023304802.386	0.273735050031236
3.82305171131599e-05	0.764610177488981	484987518888.107	0.261508034608927
3.8288854802239e-05	0.765776933483952	507381391237.686	0.250131751540969
3.83456612766021e-05	0.766913065257092	530180545876.823	0.239536900389934
3.84009633530253e-05	0.768019109140233	553359472544.316	0.229660582994063
3.84547878559076e-05	0.769095601617529	576891641090.467	0.220445657551778
3.85071615978724e-05	0.770143078937506	600749619952.246	0.211840166163579
3.85581113608984e-05	0.771162076735691	624905197720.473	0.203796793266584
3.86076638779882e-05	0.772153129668006	649329506818.143	0.196272429634575
3.86558458153822e-05	0.773116771055059	673993148323.625	0.189227739334605
3.87026837553239e-05	0.774053532537467	698866316997.258	0.182626806594152
3.87482041793816e-05	0.774963943742308	723918925603.72	0.176436795387811
3.87924334523318e-05	0.775848531960804	749120727664.875	0.17062766932467
3.88353978066068e-05	0.776707821837287	774441437827.362	0.165171911020243
3.88771233273096e-05	0.777542335069523	799850849084.984	0.16004429639576
3.89176359377985e-05	0.778352590120401	825318946156.944	0.155221680124721
3.89569613858401e-05	0.779139101941026	850816014388.214	0.150682801750988
3.89951252303335e-05	0.779902381705202	876312743606.369	0.146408114806354
3.90321528286021e-05	0.780642936555297	901780326439.666	0.142379634670844
3.90680693242545e-05	0.781361269359452	927190550672.168	0.13858079567059
3.91028996356084e-05	0.782057878480092	952515885283.309	0.134996325471261
3.91366684446779e-05	0.782733257553667	977729559889.886	0.131612133433756
3.91694001867181e-05	0.783387895281564	1002805637377.54	0.128415204828015
3.92011190403239e-05	0.784022275232083	1027719079575.81	0.125393511492333
3.92318489180762e-05	0.784636875653379	1052445805894.54	0.122535925817324
3.92616134577321e-05	0.785232169297261	1076962744900.59	0.119832144875421
3.92904360139502e-05	0.785808623253713	1101247878870.16	0.117272618972024
3.93183396505458e-05	0.786366698796002	1125280281404.75	0.114848491793625
3.93453471332682e-05	0.786906851236223	1149040148247.21	0.112551544664708
3.93714809230911e-05	0.787429529791117	1172508821477.53	0.110374140142508
3.93967631700094e-05	0.787935177458001	1195668807307	0.108309176278467
3.94212157073316e-05	0.788424230900628	1218503787723.21	0.106350046413864
3.944486004646e-05	0.788897120344782	1240998626267.71	0.104490597579527
3.9467717372148e-05	0.789354269483432	1263139368252.39	0.102725095039967
3.94898085382252e-05	0.789796095391226	1284913235740.75	0.101048189908838
3.95111540637786e-05	0.790223008448123	1306308617635.79	0.0994548894410883
3.95317741297812e-05	0.790635412271953	1327315055227.32	0.0979405295347239
3.95516885761547e-05	0.791033703659676	1347923223559.24	0.0965007497858313
3.9570916899257e-05	0.791418272537124	1368124908980.83	0.0951314712494969
3.95894782497817e-05	0.791789501916993	1387912983246.53	0.093828874245955
3.96073914310586e-05	0.792147767864845	1407281374525.96	0.0925893808687748
3.96246748977433e-05	0.792493439472896	1426225035680.42	0.091409635765337
3.96413467548836e-05	0.792826878841342	1444739910154.07	0.0902864910144803
3.9657424757351e-05	0.793148441066982	1462822895817.93	0.0892169911163896
3.96729263096249e-05	0.793458474238899	1480471807092.59	0.0881983584796423
3.9687868465917e-05	0.793757319440942	1497685335662.2	0.0872279821614149
3.97022679306243e-05	0.794045310760778	1514463010077.21	0.0863034052568625
3.97161410590975e-05	0.794322775305261	1530805154527.2	0.08542231483353
3.9729503858713e-05	0.794590033221858	1546712847048.86	0.0845825318525375
3.97423719902363e-05	0.794847397725917	1562187877416.42	0.0837820019215771
3.97547607694635e-05	0.795095175133494	1577232704944.13	0.0830187871005903
3.97666851691303e-05	0.795333664899519	1591850416412.97	0.0822910583776478
3.97781598210748e-05	0.795563159661056	1606044684315.63	0.0815970880043407
