layer_type,stack,thickness,layer_points,xmesh_coeff,EA,IP,E0,Et,Nc,Nv,mue,muh,epp,g0,B,taun,taup,sn_l,sn_r,sp_l,sp_r,Phi_left,Phi_right,OM,xmesh_type,side,N_ionic_species,Red,Blue,Green
active,MAPICl,4.00E-05,400,0.7,-3.8,-5.4,-3.9,-4.6,1.00E+19,1.00E+19,1.00E+00,1.00E+00,2.30E+01,2.64E+21,1.00E-20,1.00E+02,1.00E+02,1.00E+10,1.00E+10,1.00E+10,1.00E+10,-4.6,-3.9,0.00E+00,5.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00
